,State,Year,labor force,unemployment rate,All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Percent,Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Percent,Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Percent,Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Percent,Median Household Income in Dollars
0,Alabama,1976,1501284,6.8,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
1,Alabama,1977,1568504,7.3,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
2,Alabama,1978,1621710,6.4,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
3,Alabama,1979,1656358,7.2,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
4,Alabama,1980,1669289,8.9,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
5,Alabama,1981,1677652,10.6,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
6,Alabama,1982,1716324,14.1,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
7,Alabama,1983,1756953,13.8,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
8,Alabama,1984,1788133,11.0,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
9,Alabama,1985,1802728,9.2,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
10,Alabama,1986,1861327,9.7,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
11,Alabama,1987,1869005,8.1,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
12,Alabama,1988,1877663,7.2,4524161.0,749749.5,17.2,1097007.0,267674.0,24.625,797580.5,178183.0,22.7,294729.5,82291.0,27.7,36131.0
13,Alabama,1989,1896227,7.0,4524161.0,709148.0,17.7,1097007.0,258656.0,24.1,797580.5,175217.0,22.7,294729.5,75536.0,25.9,22202.0
14,Alabama,1990,1907367,6.8,4524161.0,729448.75,17.975,1097007.0,266120.0,24.625,797580.5,178183.0,23.075,294729.5,80106.0,26.974999999999998,23128.25
15,Alabama,1991,1920555,7.3,4524161.0,749749.5,18.25,1097007.0,273584.0,25.15,797580.5,181149.0,23.45,294729.5,84676.0,28.049999999999997,24054.5
16,Alabama,1992,1965516,7.6,4524161.0,770050.25,18.525,1097007.0,281048.0,25.675,797580.5,184115.0,23.825,294729.5,89246.0,29.125,24980.75
17,Alabama,1993,2003905,7.3,4524161.0,790351.0,18.8,1097007.0,288512.0,26.2,797580.5,187081.0,24.2,294729.5,93816.0,30.2,25907.0
18,Alabama,1994,2026692,6.2,4524161.0,771224.0,18.200000000000003,1097007.0,289779.0,26.299999999999997,797580.5,187469.0,24.0,294729.5,95180.5,30.9,26632.0
19,Alabama,1995,2067444,6.0,4524161.0,752097.0,17.6,1097007.0,291046.0,26.4,797580.5,187857.0,23.8,294729.5,96545.0,31.6,27357.0
20,Alabama,1996,2086463,5.2,4524161.0,717822.0,16.7,1097007.0,273655.0,25.0,797580.5,176441.0,22.5,294729.5,87340.0,29.2,29618.0
21,Alabama,1997,2133573,5.0,4524161.0,700944.0,16.2,1097007.0,260970.0,23.8,797580.5,174333.0,22.1,294729.5,77360.0,25.5,30790.0
22,Alabama,1998,2136177,4.4,4348444.0,681788.0,15.7,1088427.0,254628.0,23.4,789510.0,166164.0,21.0,295264.0,81804.0,27.7,33204.0
23,Alabama,1999,2140296,4.7,4368014.0,667468.0,15.3,1120718.0,248412.0,22.2,804291.0,161413.0,20.1,293558.0,80329.0,27.4,33840.0
24,Alabama,2000,2133223,4.6,4371402.0,637119.0,14.6,1104080.0,226222.0,20.5,800291.0,147165.0,18.4,296196.0,72407.0,24.4,34923.0
25,Alabama,2001,2115401,5.1,4373427.0,685071.0,15.7,1096934.0,242907.0,22.1,797182.0,160001.0,20.1,289881.0,75623.0,26.1,34761.0
26,Alabama,2002,2106161,5.9,4414359.0,679856.0,15.4,1104233.0,238077.0,21.6,798787.0,156495.0,19.6,297647.0,76033.0,25.5,35943.0
27,Alabama,2003,2120225,6.0,4436894.0,677455.0,15.3,1091889.0,243658.0,22.3,788134.0,165578.0,21.0,293161.0,72477.0,24.7,36131.0
28,Alabama,2004,2136458,5.7,4463171.0,717483.0,16.1,1082849.0,245017.0,22.6,775423.0,160787.0,20.7,295125.0,77330.0,26.2,37062.0
29,Alabama,2005,2146025,4.5,4429785.0,749592.0,16.9,1072696.0,260919.0,24.3,772561.0,172197.0,22.3,293225.0,83890.0,28.6,36936.0
30,Alabama,2006,2167809,4.0,4482161.0,743556.0,16.6,1097080.0,253314.0,23.1,796679.0,171004.0,21.5,294334.0,77388.0,26.3,38811.0
31,Alabama,2007,2175612,4.0,4506569.0,750197.0,16.6,1105467.0,261151.0,23.6,797945.0,174665.0,21.9,302511.0,81858.0,27.1,40596.0
32,Alabama,2008,2176489,5.7,4541753.0,721875.0,15.9,1105914.0,244661.0,22.1,794750.0,157565.0,19.8,305031.0,82291.0,27.0,42586.0
33,Alabama,2009,2162999,11.0,4588886.0,805223.0,17.5,1115169.0,274243.0,24.6,800884.0,181942.0,22.7,311058.0,89398.0,28.7,40547.0
34,Alabama,2010,2196042,10.5,4667040.0,883078.0,18.9,1115210.0,305292.0,27.4,811713.0,207778.0,25.6,299655.0,93895.0,31.3,40538.0
35,Alabama,2011,2202670,9.6,4687327.0,896117.0,19.1,1114604.0,307310.0,27.6,812029.0,209724.0,25.8,298962.0,94184.0,31.5,41427.0
36,Alabama,2012,2176337,8.0,4706967.0,896515.0,19.0,1111278.0,306451.0,27.6,808562.0,208811.0,25.8,299413.0,94623.0,31.6,41610.0
37,Alabama,2013,2174000,7.2,4716072.0,889091.0,18.9,1096240.0,300649.0,27.4,801058.0,205023.0,25.6,291362.0,92126.0,31.6,42882.0
38,Alabama,2014,2161618,6.8,4727546.0,905682.0,19.2,1091420.0,298682.0,27.4,799916.0,207154.0,25.9,288183.0,88203.0,30.6,42917.0
39,Alabama,2015,2157376,6.1,4736374.0,875853.0,18.5,1087692.0,288450.0,26.5,797216.0,201222.0,25.2,287164.0,84382.0,29.4,44833.0
40,Alabama,2016,2173175,5.9,4741355.0,814197.0,17.2,1081979.0,267674.0,24.7,791471.0,185889.0,23.5,287177.0,78675.0,27.4,46309.0
41,Alabama,2017,2168444,4.4,4741355.0,814197.0,17.2,1081979.0,267674.0,24.7,791471.0,185889.0,23.5,287177.0,78675.0,27.4,46309.0
42,Alaska,1976,163570,7.6,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
43,Alaska,1977,173013,9.9,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
44,Alaska,1978,182111,10.6,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
45,Alaska,1979,183807,9.3,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
46,Alaska,1980,187405,9.6,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
47,Alaska,1981,196157,9.4,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
48,Alaska,1982,212806,9.9,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
49,Alaska,1983,231721,9.9,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
50,Alaska,1984,245452,9.8,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
51,Alaska,1985,252127,9.7,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
52,Alaska,1986,255131,10.9,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
53,Alaska,1987,248599,10.3,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
54,Alaska,1988,248861,8.8,668198.5,64709.0,10.6,183893.5,25976.0,14.5,130053.0,16061.0,12.5,50443.5,8180.0,15.8,52332.0
55,Alaska,1989,255617,7.0,668198.5,57539.0,10.6,183893.5,26590.0,15.4,130053.0,14701.0,12.9,50443.5,9989.0,17.7,33885.0
56,Alaska,1990,268422,7.2,668198.5,59929.0,10.75,183893.5,27599.5,15.525,130053.0,15399.75,13.0,50443.5,10378.75,18.35,35271.5
57,Alaska,1991,276276,8.5,668198.5,62319.0,10.899999999999999,183893.5,28609.0,15.65,130053.0,16098.5,13.100000000000001,50443.5,10768.5,19.0,36658.0
58,Alaska,1992,287216,8.9,668198.5,64709.0,11.049999999999999,183893.5,29618.5,15.775,130053.0,16797.25,13.200000000000001,50443.5,11158.25,19.65,38044.5
59,Alaska,1993,295432,7.7,668198.5,67099.0,11.2,183893.5,30628.0,15.9,130053.0,17496.0,13.3,50443.5,11548.0,20.3,39431.0
60,Alaska,1994,302371,7.6,668198.5,63917.0,10.649999999999999,183893.5,27949.0,14.55,130053.0,16365.0,12.25,50443.5,9864.0,18.0,40843.0
61,Alaska,1995,304160,7.3,668198.5,60735.0,10.1,183893.5,25270.0,13.2,130053.0,15234.0,11.2,50443.5,8180.0,15.7,42255.0
62,Alaska,1996,309772,7.6,668198.5,64480.0,10.6,183893.5,28707.0,14.8,130053.0,18547.0,13.3,50443.5,8598.0,16.8,44797.0
63,Alaska,1997,313217,7.1,668198.5,68409.0,11.2,183893.5,31968.0,16.2,130053.0,21786.0,15.1,50443.5,8906.0,17.3,43657.0
64,Alaska,1998,315870,6.3,611654.0,65970.0,10.8,191317.0,28014.0,14.6,142297.0,19387.0,13.6,46424.0,7182.0,15.5,47177.0
65,Alaska,1999,317943,6.5,616255.0,53963.0,8.8,188567.0,21176.0,11.2,139424.0,14137.0,10.1,46880.0,5625.0,12.0,49133.0
66,Alaska,2000,319511,6.4,616957.0,52442.0,8.5,184393.0,21145.0,11.5,135020.0,13500.0,10.0,46507.0,6269.0,13.5,51433.0
67,Alaska,2001,321393,6.4,628085.0,54357.0,8.7,187524.0,21568.0,11.5,135101.0,13565.0,10.0,47821.0,6449.0,13.5,52332.0
68,Alaska,2002,326401,7.3,636327.0,58932.0,9.3,186944.0,21902.0,11.7,136112.0,14342.0,10.5,47976.0,6380.0,13.3,51844.0
69,Alaska,2003,331669,7.8,642387.0,63126.0,9.8,186983.0,23342.0,12.5,134531.0,14330.0,10.7,49058.0,7651.0,15.6,52391.0
70,Alaska,2004,336743,7.5,649816.0,64660.0,10.0,187685.0,24243.0,12.9,134824.0,14841.0,11.0,50252.0,7493.0,14.9,52141.0
71,Alaska,2005,344559,6.9,637576.0,69093.0,10.8,183124.0,25976.0,14.2,131910.0,16841.0,12.8,49196.0,7757.0,15.8,55477.0
72,Alaska,2006,349691,6.6,651952.0,71120.0,10.9,177342.0,25804.0,14.6,127591.0,16364.0,12.8,48764.0,8346.0,17.1,58572.0
73,Alaska,2007,350785,6.3,666598.0,65266.0,9.8,178786.0,23356.0,13.1,127442.0,13787.0,10.8,49754.0,8104.0,16.3,62854.0
74,Alaska,2008,356109,6.7,669799.0,61871.0,9.2,176013.0,21872.0,12.4,123653.0,12927.0,10.5,50635.0,7582.0,15.0,67332.0
75,Alaska,2009,359647,7.7,682420.0,61949.0,9.1,180201.0,22221.0,12.3,125670.0,13145.0,10.5,53015.0,8017.0,15.1,66712.0
76,Alaska,2010,361913,7.9,696834.0,76850.0,11.0,183629.0,27209.0,14.8,129536.0,15714.0,12.1,52945.0,10481.0,19.8,63456.0
77,Alaska,2011,365913,7.6,706859.0,76021.0,10.8,185264.0,27192.0,14.7,130935.0,17857.0,13.6,53606.0,8473.0,15.8,65699.0
78,Alaska,2012,365519,7.1,715616.0,77494.0,10.8,184137.0,28125.0,15.3,129377.0,17409.0,13.5,53810.0,9792.0,18.2,66503.0
79,Alaska,2013,365292,7.0,718370.0,72643.0,10.1,184278.0,25030.0,13.6,129048.0,16118.0,12.5,54521.0,8148.0,14.9,70058.0
80,Alaska,2014,365704,6.9,717708.0,81622.0,11.4,182233.0,28273.0,15.5,128484.0,18113.0,14.1,52597.0,9170.0,17.4,70898.0
81,Alaska,2015,363872,6.5,720764.0,74941.0,10.4,182947.0,26564.0,14.5,127815.0,16959.0,13.3,53886.0,8535.0,15.8,73391.0
82,Alaska,2016,363047,6.9,723955.0,71916.0,9.9,183650.0,24897.0,13.6,130053.0,16061.0,12.3,52408.0,7919.0,15.1,76144.0
83,Alaska,2017,362783,7.2,723955.0,71916.0,9.9,183650.0,24897.0,13.6,130053.0,16061.0,12.3,52408.0,7919.0,15.1,76144.0
84,Arizona,1976,987060,9.7,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
85,Arizona,1977,1042116,8.2,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
86,Arizona,1978,1082446,6.0,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
87,Arizona,1979,1152471,5.1,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
88,Arizona,1980,1228001,6.6,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
89,Arizona,1981,1271678,6.2,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
90,Arizona,1982,1341767,10.1,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
91,Arizona,1983,1386057,8.8,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
92,Arizona,1984,1431770,5.2,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
93,Arizona,1985,1487075,6.3,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
94,Arizona,1986,1562728,6.9,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
95,Arizona,1987,1618230,6.5,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
96,Arizona,1988,1666073,6.4,6249108.5,783005.0,16.3,1591302.5,316973.0,23.6,1143836.5,203223.0,22.1,428413.5,106817.0,25.1,41963.0
97,Arizona,1989,1718674,5.3,6249108.5,535462.0,14.7,1591302.5,230093.0,23.3,1143836.5,145192.0,21.5,428413.5,71814.0,24.0,28924.0
98,Arizona,1990,1786186,5.3,6249108.5,590985.5,15.649999999999999,1591302.5,252968.5,24.475,1143836.5,157650.0,22.375,428413.5,83028.0,26.25,28799.75
99,Arizona,1991,1805012,5.9,6249108.5,646509.0,16.6,1591302.5,275844.0,25.65,1143836.5,170108.0,23.25,428413.5,94242.0,28.5,28675.5
100,Arizona,1992,1873606,7.5,6249108.5,702032.5,17.55,1591302.5,298719.5,26.825,1143836.5,182566.0,24.125,428413.5,105456.0,30.75,28551.25
101,Arizona,1993,1949027,6.4,6249108.5,757556.0,18.5,1591302.5,321595.0,28.0,1143836.5,195024.0,25.0,428413.5,116670.0,33.0,28427.0
102,Arizona,1994,2104125,6.1,6249108.5,740108.0,17.4,1591302.5,315589.5,26.35,1143836.5,191506.5,23.55,428413.5,114275.0,31.4,30081.5
103,Arizona,1995,2229131,5.3,6249108.5,722660.0,16.3,1591302.5,309584.0,24.7,1143836.5,187989.0,22.1,428413.5,111880.0,29.8,31736.0
104,Arizona,1996,2285205,5.6,6249108.5,741878.0,16.3,1591302.5,308224.0,24.5,1143836.5,193204.0,23.0,428413.5,104090.0,28.2,32708.0
105,Arizona,1997,2308569,4.6,6249108.5,720713.0,15.5,1591302.5,305109.0,23.2,1143836.5,197966.0,22.1,428413.5,97091.0,25.1,34751.0
106,Arizona,1998,2387027,4.3,4764511.0,710652.0,14.9,1354868.0,306865.0,22.6,920388.0,197568.0,21.5,395926.0,98350.0,24.8,37281.0
107,Arizona,1999,2473013,4.4,5027482.0,643045.0,12.8,1338513.0,251160.0,18.8,929755.0,160987.0,17.3,377011.0,76016.0,20.2,38642.0
108,Arizona,2000,2509883,4.0,5194502.0,646762.0,12.5,1413775.0,263677.0,18.7,981986.0,179647.0,18.3,400347.0,73834.0,18.4,40437.0
109,Arizona,2001,2585284,4.8,5342423.0,703143.0,13.2,1472911.0,280198.0,19.0,1023251.0,182501.0,17.8,419094.0,85645.0,20.4,41403.0
110,Arizona,2002,2679421,6.1,5485046.0,746145.0,13.6,1506179.0,302013.0,20.1,1064663.0,197535.0,18.6,422799.0,94589.0,22.4,40724.0
111,Arizona,2003,2736000,5.7,5643394.0,783005.0,13.9,1539917.0,316973.0,20.6,1074882.0,213295.0,19.8,440100.0,92147.0,20.9,41963.0
112,Arizona,2004,2796269,5.0,5842118.0,853587.0,14.6,1573902.0,338384.0,21.5,1088316.0,214962.0,19.8,456722.0,112042.0,24.5,43696.0
113,Arizona,2005,2883226,4.7,5802687.0,836742.0,14.4,1546935.0,323003.0,20.9,1084364.0,205175.0,18.9,452724.0,110038.0,24.3,44402.0
114,Arizona,2006,2990441,4.2,6052140.0,860355.0,14.2,1597211.0,316241.0,19.8,1117931.0,203223.0,18.2,469806.0,104911.0,22.3,47315.0
115,Arizona,2007,3034016,3.9,6225517.0,876120.0,14.1,1639127.0,327941.0,20.0,1140422.0,209683.0,18.4,489088.0,109652.0,22.4,49923.0
116,Arizona,2008,3104863,6.2,6379305.0,935247.0,14.7,1678065.0,347462.0,20.7,1162739.0,223217.0,19.2,505169.0,116264.0,23.0,51009.0
117,Arizona,2009,3128110,9.9,6475512.0,1065728.0,16.5,1702644.0,396006.0,23.3,1185875.0,254203.0,21.4,509060.0,134617.0,26.4,48711.0
118,Arizona,2010,3089705,10.4,6272700.0,1105075.0,17.6,1605114.0,401664.0,25.0,1147352.0,263822.0,23.0,448669.0,129973.0,29.0,46787.0
119,Arizona,2011,3037017,9.5,6336450.0,1201376.0,19.0,1597593.0,434571.0,27.2,1147251.0,294963.0,25.7,442654.0,132554.0,29.9,46710.0
120,Arizona,2012,3028878,8.3,6401276.0,1195931.0,18.7,1592569.0,430378.0,27.0,1155367.0,291886.0,25.3,428510.0,130571.0,30.5,47796.0
121,Arizona,2013,3029425,7.7,6477186.0,1206948.0,18.6,1590036.0,422435.0,26.6,1157423.0,289696.0,25.0,421785.0,122889.0,29.1,48504.0
122,Arizona,2014,3087942,6.8,6573428.0,1195889.0,18.2,1589975.0,406457.0,25.6,1161729.0,278735.0,24.0,418588.0,118958.0,28.4,50036.0
123,Arizona,2015,3153040,6.1,6671708.0,1159046.0,17.4,1595858.0,394337.0,24.7,1168887.0,274270.0,23.5,419762.0,113218.0,27.0,51473.0
124,Arizona,2016,3225703,5.4,6771106.0,1107153.0,16.4,1601458.0,377445.0,23.6,1165956.0,263614.0,22.6,428317.0,106817.0,24.9,53481.0
125,Arizona,2017,3312720,4.9,6771106.0,1107153.0,16.4,1601458.0,377445.0,23.6,1165956.0,263614.0,22.6,428317.0,106817.0,24.9,53481.0
126,Arkansas,1976,891608,7.0,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
127,Arkansas,1977,930260,6.5,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
128,Arkansas,1978,952308,6.2,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
129,Arkansas,1979,984461,6.2,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
130,Arkansas,1980,998280,7.6,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
131,Arkansas,1981,1023163,8.7,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
132,Arkansas,1982,1024106,9.9,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
133,Arkansas,1983,1031664,9.9,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
134,Arkansas,1984,1042889,8.7,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
135,Arkansas,1985,1047947,8.7,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
136,Arkansas,1986,1067484,8.6,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
137,Arkansas,1987,1092247,8.1,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
138,Arkansas,1988,1111749,7.6,2764036.0,458862.0,17.6,688830.0,166630.0,25.0,492531.5,109650.0,22.8,184933.0,54361.0,29.450000000000003,33445.0
139,Arkansas,1989,1128467,7.0,2764036.0,417155.0,17.9,688830.0,153544.0,24.4,492531.5,100652.0,22.3,184933.0,46914.0,27.6,20729.0
140,Arkansas,1990,1131830,6.9,2764036.0,428353.25,18.15,688830.0,157893.75,24.799999999999997,492531.5,102906.5,22.575,184933.0,49136.75,28.525000000000002,21551.5
141,Arkansas,1991,1129518,7.4,2764036.0,439551.5,18.4,688830.0,162243.5,25.2,492531.5,105161.0,22.85,184933.0,51359.5,29.450000000000003,22374.0
142,Arkansas,1992,1154527,7.1,2764036.0,450749.75,18.65,688830.0,166593.25,25.6,492531.5,107415.5,23.125,184933.0,53582.25,30.375,23196.5
143,Arkansas,1993,1177924,6.1,2764036.0,461948.0,18.9,688830.0,170943.0,26.0,492531.5,109670.0,23.4,184933.0,55805.0,31.3,24019.0
144,Arkansas,1994,1218426,5.4,2764036.0,458862.0,18.549999999999997,688830.0,176775.0,26.5,492531.5,114445.5,24.0,184933.0,57952.0,32.05,25267.0
145,Arkansas,1995,1238738,4.8,2764036.0,455776.0,18.2,688830.0,182607.0,27.0,492531.5,119221.0,24.6,184933.0,60099.0,32.8,26515.0
146,Arkansas,1996,1248668,5.3,2764036.0,442445.0,17.6,688830.0,172520.0,25.7,492531.5,109341.0,22.8,184933.0,56848.0,31.4,27367.0
147,Arkansas,1997,1242594,5.2,2764036.0,442856.0,17.5,688830.0,169089.0,25.0,492531.5,110565.0,22.7,184933.0,52253.0,28.8,27875.0
148,Arkansas,1998,1241352,5.2,2544944.0,417961.0,16.4,668749.0,156989.0,23.5,483195.0,97973.0,20.3,179596.0,53898.0,30.0,29212.0
149,Arkansas,1999,1255032,4.6,2617823.0,395852.0,15.1,672733.0,146820.0,21.8,484875.0,94015.0,19.4,179878.0,47626.0,26.5,31217.0
150,Arkansas,2000,1258301,4.3,2634478.0,394960.0,15.0,676862.0,147308.0,21.8,492453.0,93501.0,19.0,182876.0,48366.0,26.4,31496.0
151,Arkansas,2001,1253456,5.0,2638565.0,419048.0,15.9,672530.0,159142.0,23.7,480967.0,101607.0,21.1,180426.0,50750.0,28.1,32864.0
152,Arkansas,2002,1270997,5.5,2672831.0,435986.0,16.3,682146.0,159180.0,23.3,492610.0,100511.0,20.4,184903.0,54361.0,29.4,32819.0
153,Arkansas,2003,1271696,5.9,2693460.0,432240.0,16.0,675286.0,159182.0,23.6,483973.0,105100.0,21.7,181812.0,49523.0,27.2,33445.0
154,Arkansas,2004,1300318,5.7,2720895.0,424576.0,15.6,674449.0,153124.0,22.7,477311.0,95393.0,20.0,184963.0,51948.0,28.1,35295.0
155,Arkansas,2005,1345913,5.2,2690032.0,461758.0,17.2,660819.0,165059.0,25.0,472090.0,108273.0,22.9,184021.0,52542.0,28.6,35041.0
156,Arkansas,2006,1365410,5.2,2729099.0,471161.0,17.3,676779.0,166630.0,24.6,482566.0,106787.0,22.1,188120.0,55174.0,29.3,36627.0
157,Arkansas,2007,1369284,5.3,2753934.0,483510.0,17.6,688511.0,173939.0,25.3,489132.0,113370.0,23.2,195380.0,56804.0,29.1,38239.0
158,Arkansas,2008,1375257,5.5,2774138.0,479140.0,17.3,690520.0,170833.0,24.7,489393.0,109650.0,22.4,196625.0,58087.0,29.5,38820.0
159,Arkansas,2009,1358911,7.8,2806037.0,519026.0,18.5,697712.0,185268.0,26.6,494356.0,120867.0,24.4,200462.0,61707.0,30.8,37888.0
160,Arkansas,2010,1353338,8.2,2839786.0,529710.0,18.7,698899.0,190538.0,27.3,500901.0,124638.0,24.9,193428.0,61985.0,32.0,38413.0
161,Arkansas,2011,1362682,8.3,2856679.0,550079.0,19.3,698684.0,194242.0,27.8,502600.0,128194.0,25.5,192431.0,62668.0,32.6,38889.0
162,Arkansas,2012,1342753,7.6,2865097.0,560928.0,19.6,698828.0,196464.0,28.1,505053.0,133507.0,26.4,189313.0,59482.0,31.4,40151.0
163,Arkansas,2013,1322576,7.2,2873346.0,557399.0,19.4,695853.0,197129.0,28.3,504165.0,132920.0,26.4,187591.0,60285.0,32.1,40605.0
164,Arkansas,2014,1316595,6.0,2882846.0,539999.0,18.7,696524.0,183334.0,26.3,503980.0,123704.0,24.5,187807.0,55833.0,29.7,41335.0
165,Arkansas,2015,1332255,5.0,2887336.0,540733.0,18.7,689149.0,182238.0,26.4,499504.0,122440.0,24.5,184460.0,56199.0,30.5,42046.0
166,Arkansas,2016,1342561,3.9,2898653.0,497388.0,17.2,691387.0,165724.0,24.0,503758.0,112376.0,22.3,184115.0,50341.0,27.3,44406.0
167,Arkansas,2017,1354265,3.7,2898653.0,497388.0,17.2,691387.0,165724.0,24.0,503758.0,112376.0,22.3,184115.0,50341.0,27.3,44406.0
168,California,1976,9899372,9.1,35876243.5,5008521.0,14.4,9189761.0,1866535.0,21.3,6585361.5,1274716.0,19.975,2488333.5,575759.0,22.9,48440.0
