Year,State,EV_R,EV_D,Population,Total_VAP,Total_VAC,Total_REG,Total_Vote,Perc_VAP,Perc_VAC,Perc_REG,D_placed,R_placed,O_placed,Margin,Perc_Margin,Vote_Perc_D,Vote_Perc_R,Vote_Perc_T,Vote_Perc_O,Vote_D,Vote_R,Vote_T,Vote_O
1992,California,0,54,30974659,22668000,0,15101473,11131721,49.10,-,73.70,1,2,3,1490751,13.39,46.01,32.61,20.63,0.75,5121325,3630574,2296006,83816
1992,Colorado,0,8,3495939,2501000,0,2003375,1569180,62.70,-,78.30,1,2,3,66831,4.26,40.13,35.87,23.32,0.68,629681,562850,366010,10639
1992,Connecticut,0,8,3300712,2535000,0,1961503,1616332,63.80,-,82.40,1,2,3,104005,6.43,42.21,35.78,21.58,0.43,682318,578313,348771,6930
1992,Delaware,0,3,694925,525000,0,341948,289735,55.20,-,84.70,1,2,3,23741,8.19,43.51,35.31,20.44,0.74,126054,102313,59213,2155
1992,D. C.,0,3,597565,459000,0,340953,227572,49.60,-,66.70,1,2,3,171921,75.55,84.64,9.10,4.25,2.01,192619,20698,9681,4574
1992,Florida,25,0,13650553,10586000,0,6541825,5314392,50.20,-,81.20,2,1,3,100612,1.89,39.00,40.89,19.82,0.29,2072698,2173310,1053067,15317
1992,Georgia,0,13,6817203,4950000,0,3177061,2321133,46.90,-,73.10,1,2,3,13714,0.59,43.47,42.88,13.34,0.31,1008966,995252,309657,7258
1992,Hawaii,0,4,1158613,889000,0,464495,372842,41.90,-,80.30,1,2,3,42488,11.40,48.09,36.70,14.22,0.99,179310,136822,53003,3707
1992,Idaho,4,0,1071685,740000,0,611121,482142,65.20,-,78.90,2,1,3,65632,13.61,28.42,42.03,27.04,2.51,137013,202645,130395,12089
1992,Illinois,0,22,11694184,8568000,0,6600358,5050157,58.90,-,76.50,1,2,3,719254,14.24,48.58,34.34,16.64,0.44,2453350,1734096,840515,22196
1992,Indiana,12,0,5674547,4176000,0,3180157,2305871,55.20,-,72.50,2,1,3,140955,6.11,36.79,42.91,19.77,0.53,848420,989375,455934,12142
1992,Iowa,0,7,2818401,2075000,0,1703658,1354607,65.30,-,79.50,1,2,3,81462,6.01,43.29,37.27,18.71,0.73,586353,504891,253468,9895
1992,Kansas,6,0,2532394,1836000,0,1365849,1157236,63.00,-,84.70,2,1,3,59517,5.14,33.74,38.88,26.99,0.39,390434,449951,312358,4493
1992,Kentucky,0,8,3765469,2779000,0,2076263,1492900,53.70,-,71.90,1,2,3,47926,3.21,44.55,41.34,13.66,0.45,665104,617178,203944,6674
1992,Louisiana,0,9,4293003,2992000,0,2292129,1790017,59.80,-,78.10,1,2,3,82585,4.61,45.58,40.97,11.81,1.63,815971,733386,211478,29182
1992,Maine,0,4,1238508,944000,0,974605,679499,72.00,-,69.70,1,3,2,56600,8.33,38.77,30.39,30.44,0.41,263420,206504,206820,2755
1992,Maryland,0,10,4923368,3719000,0,2463010,1985046,53.40,-,80.60,1,2,3,281477,14.18,49.80,35.62,14.18,0.40,988571,707094,281414,7967
1992,Massachusetts,0,12,6028709,4607000,0,3351918,2773574,60.20,-,82.70,1,2,3,513613,18.52,47.54,29.03,22.80,0.63,1318662,805049,632312,17551
1992,Michigan,0,18,9479065,6923000,0,6147083,4274673,61.70,-,69.50,1,2,3,316242,7.40,43.77,36.38,19.30,0.56,1871182,1554940,824813,23738
1992,Minnesota,0,10,4495572,3278000,0,3138901,2347948,71.60,-,74.80,1,2,3,273156,11.63,43.48,31.85,23.96,0.71,1020997,747841,562506,16604
1992,Mississippi,7,0,2623734,1861000,0,1640150,981793,52.80,-,59.90,2,1,3,87535,8.92,40.77,49.68,8.72,0.83,400258,487793,85626,8116
1992,Missouri,0,11,5217101,3858000,0,3067955,2391565,62.00,-,78.00,1,2,3,242714,10.15,44.07,33.92,21.69,0.33,1053873,811159,518741,7792
1992,Montana,0,3,825770,586000,0,529822,410611,70.10,-,77.50,1,2,3,10300,2.51,37.63,35.12,26.11,1.14,154507,144207,107225,4672
1992,Nebraska,5,0,1611687,1167000,0,951395,739283,63.30,-,77.70,2,1,3,127002,17.18,29.40,46.58,23.63,0.39,217344,344346,174687,2906
1992,Nevada,0,4,1351367,1013000,0,649913,506318,50.00,-,77.90,1,2,3,13320,2.63,37.36,34.73,26.19,1.73,189148,175828,132580,8762
1992,New Hampshire,0,4,1117784,852000,0,660995,537945,63.10,-,81.40,1,2,3,6556,1.22,38.86,37.64,22.56,0.95,209040,202484,121337,5084
1992,New Jersey,0,15,7880508,5943000,0,4060337,3343594,56.30,-,82.30,1,2,3,79341,2.37,42.95,40.58,15.61,0.86,1436206,1356865,521829,28694
1992,New Mexico,0,5,1595442,1104000,0,707012,569986,51.60,-,80.60,1,2,3,48793,8.56,45.90,37.34,16.12,0.64,261617,212824,91895,3650
1992,New York,0,33,18246653,13609000,0,9193391,6926925,50.90,-,75.30,1,2,3,1097801,15.85,49.73,33.88,15.75,0.65,3444450,2346649,1090721,45105
1992,North Carolina,14,0,6897214,5217000,0,3817380,2611850,50.10,-,68.40,2,1,3,20619,0.79,42.65,43.44,13.70,0.20,1114042,1134661,357864,5283
1992,North Dakota,3,0,638223,458000,0,0,308133,67.30,-,-,2,1,3,37076,12.03,32.18,44.22,23.07,0.53,99168,136244,71084,1637
1992,Ohio,0,21,11029431,8146000,0,6536936,4939964,60.60,-,75.60,1,2,3,90632,1.83,40.18,38.35,20.98,0.49,1984942,1894310,1036426,24286
1992,Oklahoma,8,0,3220517,2328000,0,2302279,1390359,59.70,-,60.40,2,1,3,119863,8.62,34.02,42.65,23.01,0.32,473066,592929,319878,4486
1992,Oregon,0,7,2991755,2226000,0,1775416,1462643,65.70,-,82.40,1,2,3,145557,9.95,42.48,32.53,24.21,0.78,621314,475757,354091,11481
1992,Pennsylvania,0,23,12049450,9129000,0,5993002,4959810,54.30,-,82.80,1,2,3,447323,9.02,45.15,36.13,18.20,0.53,2239164,1791841,902667,26138
1992,Rhode Island,0,4,1012581,776000,0,554664,453478,58.40,-,81.80,1,2,3,81698,18.02,47.04,29.02,23.16,0.78,213299,131601,105045,3533
1992,South Carolina,8,0,3620464,2672000,0,1537140,1202527,45.00,-,78.20,2,1,3,97993,8.15,39.88,48.02,11.55,0.55,479514,577507,138872,6634
1992,South Dakota,3,0,712801,502000,0,448292,336254,67.00,-,75.00,2,1,3,11830,3.52,37.14,40.66,21.80,0.40,124888,136718,73295,1353
1992,Tennessee,0,11,5049742,3783000,0,2726449,1982638,52.40,-,72.70,1,2,3,92221,4.65,47.08,42.43,10.09,0.40,933521,841300,199968,7849
1992,Texas,32,0,17759738,12524000,0,8439874,6154018,49.10,-,72.90,2,1,3,214256,3.48,37.08,40.56,22.01,0.35,2281815,2496071,1354781,21351
1992,Utah,5,0,1836799,1142000,0,965211,744069,65.20,-,77.10,3,1,2,119232,16.02,24.65,43.36,27.34,4.65,183429,322632,203400,34608
1992,Vermont,0,3,572751,429000,0,383371,289701,67.50,-,75.60,1,2,3,45470,15.70,46.11,30.42,22.78,0.69,133592,88122,65991,1996
1992,Virginia,13,0,6414307,4842000,0,3055486,2558665,52.80,-,83.70,2,1,3,111867,4.37,40.59,44.97,13.63,0.82,1038650,1150517,348639,20859
1992,Washington,0,11,5160757,3818000,0,2814680,2288230,59.90,-,81.30,1,2,3,261803,11.44,43.40,31.96,23.68,0.97,993037,731234,541780,22179
1992,West Virginia,0,5,1806451,1350000,0,956172,683711,50.60,-,71.50,1,2,3,89027,13.02,48.41,35.39,15.92,0.28,331001,241974,108829,1907
1992,Wisconsin,0,11,5025398,3669000,0,0,2531114,69.00,-,-,1,2,3,110211,4.35,41.13,36.78,21.51,0.58,1041066,930855,544479,14714
1992,Wyoming,3,0,466251,322000,0,234260,200625,62.30,-,85.60,2,1,3,11187,5.58,33.97,39.55,25.55,0.92,68160,79347,51263,1855
1988,Alabama,9,0,4023902,3010000,0,2451491,1378476,45.80,-,56.20,2,1,,266070,19.30,39.86,59.17,,0.97,549506,815576,,13394
1988,Alaska,3,0,541999,385000,0,292441,200116,52.00,-,68.40,2,1,,46667,23.32,36.27,59.59,,4.14,72584,119251,,8281
1988,Arizona,7,0,3535200,2605000,0,1797714,1171873,45.00,-,65.20,2,1,,248512,21.21,38.74,59.95,,1.31,454029,702541,,15303
1988,Arkansas,6,0,2342643,1761000,0,1203016,827738,47.00,-,68.80,2,1,,117341,14.18,42.19,56.37,,1.44,349237,466578,,11923
1988,California,47,0,28464230,20875000,0,14004873,9887064,47.40,-,70.60,2,1,,352684,3.57,47.56,51.13,,1.31,4702233,5054917,,129914
1988,Colorado,8,0,3262279,2489000,0,2037466,1372394,55.10,-,67.40,2,1,,106724,7.78,45.28,53.06,,1.66,621453,728177,,22764
1988,Connecticut,8,0,3271957,2492000,0,1795419,1443394,57.90,-,80.40,2,1,,73657,5.10,46.87,51.98,,1.15,676584,750241,,16569
1988,Delaware,3,0,647621,490000,0,318362,249891,51.00,-,78.50,2,1,,30992,12.40,43.48,55.88,,0.64,108647,139639,,1605
1988,D. C.,0,3,630427,489000,0,299757,192877,39.40,-,64.30,1,2,,131817,68.34,82.65,14.30,,3.05,159407,27590,,5880
1988,Florida,21,0,12306421,9614000,0,6047347,4302313,44.80,-,71.10,2,1,,962184,22.36,38.51,60.87,,0.62,1656701,2618885,,26727
1988,Georgia,12,0,6316185,4665000,0,2934816,1809672,38.80,-,61.70,2,1,,366539,20.25,39.50,59.75,,0.75,714792,1081331,,13549
1988,Hawaii,0,4,1079830,824000,0,443742,354461,43.00,-,79.90,1,2,,33739,9.52,54.27,44.75,,0.98,192364,158625,,3472
1988,Idaho,4,0,985680,701000,0,572430,408968,58.30,-,71.40,2,1,,106609,26.07,36.01,62.08,,1.91,147272,253881,,7815
1988,Illinois,24,0,11390222,8550000,0,6356940,4559120,53.30,-,71.70,2,1,,94999,2.08,48.60,50.69,,0.71,2215940,2310939,,32241
1988,Indiana,12,0,5491729,4068000,0,2865852,2168621,53.30,-,75.70,2,1,,437120,20.16,39.69,59.84,,0.47,860643,1297763,,10215
1988,Iowa,0,8,2768370,2068000,0,1638362,1225614,59.30,-,74.80,1,2,,125202,10.22,54.71,44.50,,0.79,670557,545355,,9702
1988,Kansas,7,0,2462057,1829000,0,1265958,993044,54.30,-,78.40,2,1,,131413,13.23,42.56,55.79,,1.65,422636,554049,,16359
1988,Kentucky,9,0,3679990,2746000,0,2026295,1322517,48.20,-,65.30,2,1,,153913,11.64,43.88,55.52,,0.59,580368,734281,,7868
1988,Louisiana,10,0,4288939,3175000,0,2231857,1628202,51.30,-,73.00,2,1,,166242,10.21,44.06,54.27,,1.66,717460,883702,,27040
1988,Maine,4,0,1203850,893000,0,854764,555035,62.20,-,64.90,2,1,,63562,11.45,43.88,55.34,,0.78,243569,307131,,4335
1988,Maryland,10,0,4657894,3491000,0,2310080,1714358,49.10,-,74.20,2,1,,49863,2.91,48.20,51.11,,0.69,826304,876167,,11887
1988,Massachusetts,0,13,5979997,4535000,0,3272188,2632805,58.10,-,80.50,1,2,,206762,7.85,53.23,45.38,,1.40,1401406,1194644,,36755
1988,Michigan,20,0,9218025,6791000,0,5952513,3669163,54.00,-,61.60,2,1,,289703,7.90,45.67,53.57,,0.76,1675783,1965486,,27894
1988,Minnesota,0,10,4296162,3161000,0,2916957,2096790,66.30,-,71.90,1,2,,147134,7.02,52.91,45.90,,1.19,1109471,962337,,24982
1988,Mississippi,7,0,2580377,1867000,0,1595826,931527,49.90,-,58.40,2,1,,193969,20.82,39.07,59.89,,1.04,363921,557890,,9716
1988,Missouri,11,0,5081731,3821000,0,2943025,2093228,54.80,-,71.10,2,1,,83334,3.98,47.85,51.83,,0.32,1001619,1084953,,6656
1988,Montana,4,0,800194,586000,0,505541,365674,62.40,-,72.30,2,1,,21476,5.87,46.20,52.07,,1.73,168936,190412,,6326
1988,Nebraska,5,0,1571465,1167000,0,898959,662372,56.80,-,73.70,2,1,,138801,20.96,39.20,60.15,,0.65,259646,398447,,4279
1988,Nevada,4,0,1075033,780000,0,444933,350067,44.90,-,78.70,2,1,,73302,20.94,37.92,58.86,,3.22,132738,206040,,11289
1988,New Hampshire,4,0,1082583,823000,0,649780,450525,54.70,-,69.30,2,1,,117841,26.16,36.33,62.49,,1.17,163696,281537,,5292
1988,New Jersey,16,0,7712352,5943000,0,4010790,3099553,52.20,-,77.30,2,1,,422840,13.64,42.60,56.24,,1.16,1320352,1743192,,36009
1988,New Mexico,5,0,1490356,1101000,0,674826,521287,47.30,-,77.20,2,1,,25844,4.96,46.90,51.86,,1.24,244497,270341,,6449
1988,New York,0,36,17941357,13480000,0,8581276,6485683,48.10,-,75.60,1,2,,266011,4.10,51.62,47.52,,0.86,3347882,3081871,,55930
1988,North Carolina,13,0,6480675,4913000,0,3432042,2134370,43.40,-,62.20,2,1,,347091,16.26,41.71,57.97,,0.33,890167,1237258,,6945
1988,North Dakota,3,0,655324,483000,0,0,297261,61.50,-,-,2,1,,38820,13.06,42.97,56.03,,1.00,127739,166559,,2963
1988,Ohio,23,0,10798630,7970000,0,6275638,4393699,55.10,-,70.00,2,1,,476920,10.85,44.15,55.00,,0.85,1939629,2416549,,37521
1988,Oklahoma,8,0,3167148,2404000,0,2199014,1171036,48.70,-,53.30,2,1,,194944,16.65,41.28,57.93,,0.79,483423,678367,,9246
1988,Oregon,0,7,2741316,2051000,0,1528478,1201694,58.60,-,78.60,1,2,,56080,4.67,51.28,46.61,,2.11,616206,560126,,25362
1988,Pennsylvania,25,0,11845774,9060000,0,5875943,4536251,50.10,-,77.20,2,1,,105143,2.32,48.39,50.70,,0.91,2194944,2300087,,41220
1988,Rhode Island,0,4,996406,764000,0,548758,404620,53.00,-,73.70,1,2,,47362,11.71,55.64,43.93,,0.43,225123,177761,,1736
1988,South Carolina,8,0,3412102,2534000,0,1435977,986009,38.90,-,68.70,2,1,,235889,23.92,37.58,61.50,,0.91,370554,606443,,9012
1988,South Dakota,3,0,698144,509000,0,440301,312991,61.50,-,71.10,2,1,,19855,6.34,46.51,52.85,,0.64,145560,165415,,2016
1988,Tennessee,11,0,4822432,3661000,0,2417033,1636250,44.70,-,67.70,2,1,,267439,16.34,41.55,57.89,,0.56,679794,947233,,9223
1988,Texas,29,0,16667146,12270000,0,8201856,5427410,44.20,-,66.20,2,1,,684081,12.60,43.35,55.95,,0.70,2352748,3036829,,37833
1988,Utah,5,0,1689374,1078000,0,806934,647008,60.00,-,80.20,2,1,,221099,34.17,32.05,66.22,,1.73,207343,428442,,11223
1988,Vermont,3,0,549758,412000,0,348712,243333,59.10,-,69.80,2,1,,8556,3.52,47.58,51.10,,1.33,115775,124331,,3227
1988,Virginia,12,0,6036907,4544000,0,2877144,2191609,48.20,-,76.20,2,1,,449363,20.50,39.23,59.74,,1.03,859799,1309162,,22648
1988,Washington,0,10,4639911,3417000,0,2499309,1865253,54.60,-,74.60,1,2,,29681,1.59,50.05,48.46,,1.50,933516,903835,,27902
1988,West Virginia,0,5,1830227,1398000,0,968619,653311,46.70,-,67.40,1,2,,30951,4.74,52.20,47.46,,0.34,341016,310065,,2230
1988,Wisconsin,0,11,4822365,3536000,0,0,2191608,62.00,-,-,1,2,,79295,3.62,51.41,47.80,,0.79,1126794,1047499,,17315
1988,Wyoming,3,0,465080,351000,0,226189,176551,50.30,-,78.10,2,1,,39754,22.52,38.01,60.53,,1.46,67113,106867,,2571
1984,Alabama,9,0,3951766,2892000,0,2343448,1441713,49.90,-,61.50,2,1,,320950,22.26,38.28,60.54,,1.18,551899,872849,,16965
1984,Alaska,3,0,513697,351000,0,305262,207605,59.10,-,68.00,2,1,,76370,36.79,29.87,66.65,,3.48,62007,138377,,7221
1984,Arizona,7,0,3067125,2268000,0,1462818,1025897,45.20,-,70.10,2,1,,347562,33.88,32.54,66.42,,1.04,333854,681416,,10627
1984,Arkansas,6,0,2319782,1706000,0,1159588,884406,51.80,-,76.30,2,1,,196128,22.18,38.29,60.47,,1.24,338646,534774,,10986
1984,California,47,0,25844380,19181000,0,13073835,9505423,49.60,-,72.70,2,1,,1544490,16.25,41.27,57.51,,1.22,3922519,5467009,,115895
1984,Colorado,8,0,3170024,2353000,0,1621304,1295381,55.10,-,79.90,2,1,,366844,28.32,35.12,63.44,,1.44,454974,821818,,18589
1984,Connecticut,8,0,3180017,2401000,0,1809017,1466900,61.10,-,81.10,2,1,,321280,21.90,38.83,60.73,,0.44,569597,890877,,6426
1984,Delaware,3,0,611567,459000,0,314034,254572,55.50,-,81.10,2,1,,50534,19.85,39.93,59.78,,0.29,101656,152190,,726
1984,D. C.,0,3,633385,489000,0,275000,211288,43.20,-,76.80,1,2,,151399,71.66,85.38,13.73,,0.89,180408,29009,,1871
1984,Florida,21,0,11039982,8665000,0,5574472,4180051,48.20,-,75.00,2,1,,1281534,30.66,34.66,65.32,,0.02,1448816,2730350,,885
1984,Georgia,12,0,5835018,4231000,0,2732332,1776093,42.00,-,65.00,2,1,,362094,20.39,39.79,60.17,,0.04,706628,1068722,,743
1984,Hawaii,4,0,1027923,758000,0,418904,335846,44.30,-,80.20,2,1,,37896,11.28,43.82,55.10,,1.08,147154,185050,,3642
1984,Idaho,4,0,990811,686000,0,582196,411144,59.90,-,70.60,2,1,,189013,45.97,26.39,72.36,,1.24,108510,297523,,5111
1984,Illinois,24,0,11412194,8438000,0,6470438,4819088,57.10,-,74.50,2,1,,620604,12.88,43.30,56.17,,0.53,2086499,2707103,,25486
1984,Indiana,12,0,5458334,3993000,0,3049590,2233069,55.90,-,73.20,2,1,,535749,23.99,37.68,61.67,,0.64,841481,1377230,,14358
1984,Iowa,8,0,2858631,2120000,0,1762841,1319805,62.30,-,74.90,2,1,,97468,7.39,45.89,53.27,,0.84,605620,703088,,11097
1984,Kansas,7,0,2424119,1798000,0,1291416,1021991,56.80,-,79.10,2,1,,344147,33.67,32.60,66.27,,1.13,333149,677296,,11546
1984,Kentucky,9,0,3695426,2697000,0,2017756,1370461,50.80,-,67.90,2,1,,283193,20.66,39.37,60.04,,0.59,539589,822782,,8090
1984,Louisiana,10,0,4400521,3129000,0,2262101,1706822,54.50,-,75.50,2,1,,385713,22.60,38.18,60.77,,1.05,651586,1037299,,17937
1984,Maine,4,0,1155646,854000,0,810661,553144,64.80,-,68.20,2,1,,121985,22.05,38.78,60.83,,0.38,214515,336500,,2129
1984,Maryland,10,0,4365282,3260000,0,2253150,1675873,51.40,-,74.40,2,1,,91983,5.49,47.02,52.51,,0.48,787935,879918,,8020
1984,Massachusetts,13,0,5840782,4443000,0,3253785,2559453,57.60,-,78.70,2,1,,71330,2.79,48.43,51.22,,0.35,1239606,1310936,,8911
1984,Michigan,20,0,9049453,6566000,0,5888808,3801658,57.90,-,64.60,2,1,,721933,18.99,40.24,59.23,,0.54,1529638,2251571,,20449
1984,Minnesota,0,10,4157708,3058000,0,2893049,2084449,68.20,-,72.10,1,2,,3761,0.18,49.72,49.54,,0.74,1036364,1032603,,15482
1984,Mississippi,7,0,2578030,1802000,0,1669539,940192,52.20,-,56.30,2,1,,229285,24.39,37.46,61.85,,0.69,352192,581477,,6523
1984,Missouri,11,0,4975276,3708000,0,2969300,2122771,57.20,-,71.50,2,1,,425605,20.05,39.98,60.02,,0.00,848583,1274188,,0
1984,Montana,4,0,820868,591000,0,526841,384377,65.00,-,73.00,2,1,,85708,22.30,38.18,60.47,,1.35,146742,232450,,5185
1984,Nebraska,5,0,1588598,1172000,0,902626,652090,55.60,-,72.20,2,1,,272188,41.74,28.81,70.55,,0.64,187866,460054,,4170
1984,Nevada,4,0,924917,691000,0,356405,286667,41.50,-,80.40,2,1,,97115,33.88,31.97,65.85,,2.18,91655,188770,,6242
1984,New Hampshire,4,0,976879,734000,0,543790,388954,53.00,-,71.50,2,1,,146656,37.71,30.95,68.66,,0.39,120395,267051,,1508
1984,New Jersey,16,0,7515486,5687000,0,4072639,3217862,56.60,-,79.00,2,1,,672307,20.89,39.20,60.09,,0.71,1261323,1933630,,22909
1984,New Mexico,5,0,1416763,1002000,0,650929,514370,51.30,-,79.00,2,1,,105332,20.48,39.23,59.70,,1.07,201769,307101,,5500
1984,New York,36,0,17745710,13301000,0,9044208,6806810,51.20,-,75.30,2,1,,545154,8.01,45.83,53.84,,0.33,3119609,3664763,,22438
1984,North Carolina,13,0,6164036,4593000,0,3270933,2175361,47.40,-,66.50,2,1,,522194,24.00,37.89,61.90,,0.21,824287,1346481,,4593
1984,North Dakota,3,0,680484,493000,0,0,308971,62.70,-,-,2,1,,95907,31.04,33.80,64.84,,1.36,104429,200336,,4206
1984,Ohio,23,0,10737767,7841000,0,6332454,4547619,58.00,-,71.80,2,1,,853120,18.76,40.14,58.90,,0.96,1825440,2678560,,43619
1984,Oklahoma,8,0,3285581,2408000,0,1949989,1255676,52.10,-,64.40,2,1,,476450,37.94,30.67,68.61,,0.72,385080,861530,,9066
1984,Oregon,7,0,2666598,1984000,0,1608693,1226527,61.80,-,76.20,2,1,,149221,12.17,43.74,55.91,,0.35,536479,685700,,4348
1984,Pennsylvania,25,0,11815214,8975000,0,6193702,4844903,54.00,-,78.20,2,1,,356192,7.35,45.99,53.34,,0.67,2228131,2584323,,32449
1984,Rhode Island,4,0,961898,735000,0,542216,410492,55.80,-,75.70,2,1,,14974,3.65,48.02,51.66,,0.32,197106,212080,,1306
1984,South Carolina,8,0,3271923,2382000,0,1394675,968540,40.70,-,69.40,2,1,,271069,27.99,35.57,63.55,,0.88,344470,615539,,8531
1984,South Dakota,3,0,697207,508000,0,442790,317867,62.60,-,71.80,2,1,,84154,26.47,36.53,63.00,,0.47,116113,200267,,1487
1984,Tennessee,11,0,4686803,3490000,0,2579504,1711993,49.10,-,66.40,2,1,,278498,16.27,41.57,57.84,,0.59,711714,990212,,10067
1984,Texas,29,0,16007171,11436000,0,7900167,5397571,47.20,-,68.30,2,1,,1484152,27.50,36.11,63.61,,0.28,1949276,3433428,,14867
1984,Utah,5,0,1622339,1023000,0,840416,629656,61.50,-,74.90,2,1,,313736,49.83,24.68,74.50,,0.82,155369,469105,,5182
1984,Vermont,3,0,526662,392000,0,333778,234561,59.80,-,70.30,2,1,,40135,17.11,40.81,57.92,,1.26,95730,135865,,2966
1984,Virginia,12,0,5643937,4235000,0,2675641,2146635,50.70,-,80.20,2,1,,540828,25.19,37.09,62.29,,0.62,796250,1337078,,13307
1984,Washington,10,0,4343670,3228000,0,2457667,1883910,58.40,-,76.70,2,1,,244318,12.97,42.86,55.82,,1.32,807352,1051670,,24888
1984,West Virginia,6,0,1927675,1422000,0,1025230,735742,51.70,-,71.80,2,1,,77358,10.51,44.60,55.11,,0.29,328125,405483,,2134
1984,Wisconsin,11,0,4735588,3485000,0,0,2212016,63.50,-,-,2,1,,202953,9.18,45.02,54.19,,0.79,995847,1198800,,17369
1984,Wyoming,3,0,504891,354000,0,239974,188968,53.40,-,78.70,2,1,,79871,42.27,28.24,70.51,,1.25,53370,133241,,2357
1980,Alabama,9,0,3894025,2757000,0,2142139,1341929,48.70,-,62.60,2,1,3,17462,1.30,47.45,48.75,1.23,2.57,636730,654192,16481,34526
1980,Alaska,3,0,401851,277000,0,258742,158445,57.20,-,61.20,2,1,4,44270,27.94,26.41,54.35,7.04,12.20,41842,86112,11155,19336
1980,Arizona,6,0,2716546,1970000,0,1121169,873945,44.40,-,77.90,2,1,3,282845,32.36,28.24,60.61,8.81,2.34,246843,529688,76952,20462
1980,Arkansas,6,0,2286357,1628000,0,1188902,837582,51.40,-,70.50,2,1,3,5123,0.61,47.52,48.13,2.68,1.66,398041,403164,22468,13909
1980,California,45,0,23667765,17548000,0,11361623,8587063,48.90,-,75.60,2,1,3,1441197,16.78,35.91,52.69,8.62,2.78,3083661,4524858,739833,238711
1980,Colorado,7,0,2889735,2123000,0,1434571,1184415,55.80,-,82.60,2,1,3,284291,24.00,31.07,55.07,11.03,2.83,367973,652264,130633,33545
1980,Connecticut,8,0,3107564,2304000,0,1719108,1406285,61.00,-,81.80,2,1,3,135478,9.63,38.52,48.16,12.22,1.10,541732,677210,171807,15536
1980,Delaware,3,0,594338,432000,0,300600,235668,54.60,-,78.40,2,1,3,5498,2.33,44.87,47.21,6.91,1.01,105754,111252,16288,2374
1980,D. C.,0,3,638432,495000,0,288837,173889,35.10,-,60.20,1,2,3,106918,61.49,74.89,13.41,9.28,2.42,130231,23313,16131,4214
1980,Florida,17,0,9746961,7578000,0,4809721,3687026,48.70,-,76.70,2,1,3,627476,17.02,38.50,55.52,5.14,0.84,1419475,2046951,189692,30908
1980,Georgia,0,12,5462982,3870000,0,2466786,1597467,41.30,-,64.80,1,2,3,236565,14.81,55.76,40.95,2.26,1.03,890733,654168,36055,16511
1980,Hawaii,0,4,964691,697000,0,402795,303287,43.50,-,75.30,1,2,3,5767,1.90,44.80,42.90,10.56,1.74,135879,130112,32021,5275
1980,Idaho,4,0,944127,646000,0,581006,437431,67.70,-,75.30,2,1,3,180507,41.27,25.19,66.46,6.19,2.17,110192,290699,27058,9482
1980,Illinois,26,0,11427409,8235000,0,6230332,4749721,57.70,-,76.20,2,1,3,376636,7.93,41.72,49.65,7.30,1.34,1981413,2358049,346754,63505
1980,Indiana,13,0,5490214,3892000,0,2944311,2242033,57.60,-,76.10,2,1,3,411459,18.35,37.65,56.01,4.98,1.36,844197,1255656,111639,30541
1980,Iowa,8,0,2913808,2099000,0,1746725,1317661,62.80,-,75.40,2,1,3,167354,12.70,38.60,51.31,8.78,1.32,508672,676026,115633,17330
1980,Kansas,7,0,2364236,1730000,0,1290539,979795,56.60,-,75.90,2,1,3,240662,24.56,33.29,57.85,6.96,1.90,326150,566812,68231,18602
1980,Kentucky,9,0,3660324,2596000,0,1824469,1294627,49.90,-,71.00,2,1,3,18857,1.46,47.61,49.07,2.40,0.91,616417,635274,31127,11809
1980,Louisiana,10,0,4206116,2919000,0,2015402,1548591,53.10,-,76.80,2,1,3,84400,5.45,45.75,51.20,1.70,1.35,708453,792853,26345,20940
1980,Maine,4,0,1125043,811000,0,759978,523011,64.50,-,68.80,2,1,3,17548,3.36,42.25,45.61,10.20,1.95,220974,238522,53327,10188
1980,Maryland,0,10,4216933,3080000,0,2064883,1540496,50.00,-,74.60,1,2,3,45555,2.96,47.14,44.18,7.76,0.92,726161,680606,119537,14192
1980,Massachusetts,14,0,5737093,4278000,0,3156672,2524298,59.00,-,80.00,2,1,3,3829,0.15,41.75,41.90,15.15,1.20,1053802,1057631,382539,30326
1980,Michigan,21,0,9262044,6520000,0,5725713,3909725,60.00,-,68.30,2,1,3,253693,6.49,42.50,48.99,7.04,1.48,1661532,1915225,275223,57745
1980,Minnesota,0,10,4075970,2933000,0,2812855,2051953,70.00,-,72.90,1,2,3,80933,3.94,46.50,42.56,8.53,2.41,954174,873241,174990,49548
1980,Mississippi,7,0,2520770,1723000,0,1485539,892620,51.80,-,60.10,2,1,3,11808,1.32,48.09,49.42,1.35,1.14,429281,441089,12036,10214
1980,Missouri,12,0,4916766,3578000,0,2845023,2099824,58.70,-,73.80,2,1,3,142999,6.81,44.35,51.16,3.71,0.79,931182,1074181,77920,16541
1980,Montana,4,0,786690,560000,0,496402,363952,65.00,-,73.30,2,1,3,88782,24.39,32.43,56.82,8.05,2.70,118032,206814,29281,9825
1980,Nebraska,5,0,1569825,1133000,0,856182,640854,56.60,-,74.90,2,1,3,253086,39.49,26.04,65.53,7.02,1.42,166851,419937,44993,9073
1980,Nevada,3,0,800508,602000,0,297318,247885,41.20,-,83.40,2,1,3,88351,35.64,26.89,62.54,7.12,3.45,66666,155017,17651,8551
1980,New Hampshire,4,0,920610,672000,0,551432,383999,57.10,-,69.60,2,1,3,112841,29.39,28.35,57.74,12.94,0.97,108864,221705,49693,3737
