year,state,total_revenue,instruction_expense,property_expense,total_edu_expense,per_pupil_expense
2000,Texas,39941261747.36538,21294904286.04754,1521582666.7018237,41784516756.18229,8878.030718711658
2000,Utah,3594657795.8316784,1913175300.3640769,171419197.49018005,3532273686.452753,6232.377750919911
2000,Vermont,1346558997.5337632,783816972.1598433,29509699.698861793,1274886112.7105052,11755.560910134203
2000,Virginia,12195138352.938265,6725061899.409217,685112788.8421777,12289591063.129328,8702.440307772351
2000,Washington,10556081650.95111,5319972677.720535,362995030.2518351,10424537510.526161,9059.055080942819
2000,West Virginia,3198343393.793177,1795179443.5876193,146812107.67889082,3160511029.0573463,10054.767013199697
2000,Wisconsin,10851306920.670454,5945256874.226237,392489363.6488676,10915774346.560135,11012.503300396653
2000,Wyoming,1096313622.2681417,582483677.1134902,45394876.591858305,1052259253.0659583,10543.188327797228
2000,American Samoa,81730662.48710802,22528224.99831591,8234867.354326365,70039688.75770617,3250.933134138113
2000,Northern Marianas,75116943.46019165,56066410.13549362,581163.9884494774,79908626.07066783,6888.555952701575
2000,Puerto Rico,3098103502.967579,2026384776.4268525,62495091.01300814,3018474666.241864,4545.428931722579
2000,Virgin Islands,209148580.82526135,117226345.83130082,1624353.9958188154,205619273.70895472,9135.875554648012
2001,Alabama,6521661258.245319,3638978735.9299097,138265739.69128177,6764079371.819815,7465.268173496961
2001,Alaska,1856999139.7772052,957905389.4757313,50107573.2295031,1878646032.447781,12831.789831813616
2001,Arizona,8410630226.213756,3719442204.790559,437273463.99639755,7844496364.260079,7670.990042507683
2001,Arkansas,3811068839.663191,2073461757.9985774,124916683.16147938,3730419162.7742295,7609.081544232116
2001,California,69125688996.1152,36142705322.91036,2428327288.5172896,67969681880.3373,9206.350476591917
2001,Colorado,7250215962.58667,3687321284.6714344,281228707.74187464,7423931211.855291,8881.346312327312
2001,Connecticut,8755297288.7607,4928587386.7019825,227963241.39346695,8784772739.514761,13816.137112805298
2001,Delaware,1507692641.6350086,846623995.9240656,68428670.87683795,1591836843.4824734,12680.859405239129
2001,District Of Columbia,1413088121.603885,558719269.1905817,64644504.494985886,1390640673.4557145,17225.986287782205
2001,Florida,24213288979.77771,11879164464.847399,1015023460.1139526,24878737791.18442,8334.869508044681
2001,Georgia,16521470669.852835,8603461587.16957,485817155.13743645,15834194555.318922,9608.373126956883
2001,Hawaii,2279904371.273642,992681127.1715868,69252630.7637493,1854304369.369492,9312.942616498965
2001,Idaho,2160152828.4810166,1166318748.8796952,86960005.71181254,2078492592.02227,7919.190034553525
2001,Illinois,24687896570.71198,12643309491.455727,1223009848.284602,24958928862.264114,11188.399429381001
2001,Indiana,12241820865.168001,6300597261.326347,512095648.95680976,11455490193.191181,10460.837153606431
2001,Iowa,5358725620.1203785,2723296720.903422,183335832.96638623,5232952228.5166235,9178.973010685555
2001,Kansas,4913719610.32694,2596854815.617843,213248684.61989272,4727249832.088612,9892.30437501867
2001,Kentucky,6111834604.469565,3361230028.0475774,189753652.6713326,5778299592.402587,9126.563096268146
2001,Louisiana,6857523221.522474,3663127551.825212,245827267.32483912,6661095807.632891,8385.512366410769
2001,Maine,2621210075.478916,1544938241.0897179,96640692.80003388,2526443715.3803334,11489.793937116176
2001,Maryland,10634154765.884754,5860992205.8940935,153213166.94954264,10690565267.156607,11335.175056166969
2001,Massachusetts,13753306881.810299,8334414482.822513,217811651.35584417,12895704255.57824,13169.578115046084
2001,Michigan,22169182528.09176,11268429013.853224,1167040428.6519594,22633500379.278748,11624.301623151643
2001,Minnesota,10670281920.52261,5497616107.112541,408707347.0478205,10580359687.703564,10232.729774226067
2001,Mississippi,3934887384.4159913,2108993921.5958498,146113575.5815133,3825479534.835828,6838.686021067011
2001,Missouri,9625352798.123503,4995604766.276195,378805705.65915865,9402327931.817675,9191.496502670234
2001,Montana,1545162247.1713157,871103980.8231847,32591795.964404296,1507425461.3975325,9384.884118325646
2001,Nebraska,3127549978.4732246,1746948552.535206,157656981.2549238,3163898695.756081,9591.65079395103
2001,Nevada,3243677765.2090235,1675016389.3011124,147351754.2123546,3481473525.561135,7845.76730914352
2001,New Hampshire,2323022779.3936195,1337094580.5149238,54216685.508769065,2290311436.6336703,9985.824245501411
2001,New Jersey,21638677720.19535,11868287548.1779,546338054.7791418,22122288388.392685,15392.580150425749
2001,New Mexico,3288685654.524218,1524231518.5841842,171891369.53500283,3172943922.6392155,8080.443290080147
2001,New York,46437723721.265175,28411539292.36751,759125692.8635856,47211725381.36946,15574.826834310206
2001,North Carolina,12552163911.381378,7055057525.741716,454421817.7841389,13114888656.175276,8760.773522054838
2001,North Dakota,1040523854.2207793,539384813.4728684,39179542.25159797,991656458.5511124,7922.0889899194035
2001,Ohio,22563316128.34523,11013065603.012192,815165924.725274,21716148751.694424,10599.83455512717
2001,Oklahoma,5468020056.567798,2941328814.1488256,102540765.50158669,5481903319.079057,8034.922980655902
2001,Oregon,6185713731.320741,3275258729.2072163,147067460.4322699,6165224805.342463,10956.949980373976
2001,Pennsylvania,23111537671.59822,12605153804.700945,382486282.79727274,23202267273.871124,11415.437146426399
2001,Rhode Island,2094708719.863117,1280998409.8111181,28784700.850575946,2048010731.3394978,13251.076605928138
2001,South Carolina,7398610440.830344,3643110951.7627387,335552798.7547544,7333739011.139826,9108.246027911806
2001,South Dakota,1199668237.8632188,639833569.0038848,77666391.23416714,1278056174.7042463,8388.105034957254
2001,Tennessee,7740869808.987782,4514528791.542247,315549612.5222417,8269379792.808544,7722.433874036556
2001,Texas,41292546915.12803,21745112643.31613,1373654703.1730773,42910771841.17101,9003.968922391052
2001,Utah,3720929181.64336,1972870441.5620556,196623043.31068888,3635335531.3103676,6499.319963980671
2001,Vermont,1403557897.6279278,820089694.7567929,27755759.265273858,1354171436.3393338,12425.461026584238
2001,Virginia,12621481579.840988,6971471914.099034,826136955.0374705,12875930812.014738,9984.502610960091
2001,Washington,10921436721.20785,5455976201.7416315,372654469.9010051,10655427837.149982,9336.532025505152
2001,West Virginia,3219682023.908137,1796548130.8243985,135072092.16988707,3167840549.853907,10441.987883914104
2001,Wisconsin,11285146336.21018,6089118517.882157,386666127.3484246,11135963907.26083,11366.5072636838
2001,Wyoming,1088791980.4642124,577486733.7809091,49891539.825381145,1049208192.4303614,10939.380011911275
2001,American Somoa,78957563.84427443,22430361.709683795,954235.8491360813,64961812.45083004,3152.434459586404
2001,Guam,-1.3552060982495766,-1.3552060982495766,-1.3552060982495766,-1.3552060982495766,1.3552060982495766
2001,Northern Marianas,74758829.07531904,54221087.21817618,17059.33436476567,80560784.85535856,6383.2913710741905
2001,Puerto Rico,3159921394.8875494,2139527072.7638228,60735182.119548276,3173405625.094416,4745.295651550795
2001,Virgin Islands,224695085.99599662,106456996.71771316,1706528.3719536983,185261500.8748391,9547.195457983831
2002,Alabama,6841075453.507877,3631083906.8602834,75927120.3129961,6744222632.496197,7672.486142301278
2002,Alaska,1920991289.5352917,1006802175.7689828,39588730.401939966,2013683994.1053865,13186.37680933852
2002,Arizona,8875508755.841022,4303888831.376921,514632013.3313119,8505889181.365514,8012.68505836576
2002,Arkansas,4267938358.9498887,2320617338.2847247,146838519.90816563,4145142539.599666,8146.096397998888
2002,California,69710238428.69418,38110367136.63142,2250628229.958027,72004409439.67464,9565.593051695385
2002,Colorado,7776894242.256937,3970438523.9254417,315756146.91769874,7983199676.777421,9029.279466370204
2002,Connecticut,9012244567.310017,5151857464.35253,294819654.5757532,9161407665.077538,14246.9969594219
2002,Delaware,1517235926.3543692,881657949.9600333,64985206.519449696,1668642309.1155531,12770.133429683157
2002,District of Columbia,1450210300.1243024,604227034.6700112,37885226.354319066,1528406675.2823346,18496.148126737076
2002,Florida,23946063040.153862,12223096517.039738,984739107.3788661,25359030007.909245,8223.474974986104
2002,Georgia,17304786207.26542,9248151712.770546,535999417.62970537,16771221645.308409,10023.19394663702
2002,Hawaii,2522550210.812279,1087466557.9834964,55729998.95175097,1924733137.413085,10216.64038910506
2002,Idaho,2198006540.4508724,1207816453.8562868,100369567.93844913,2212337703.9562426,8168.77632573652
2002,Illinois,24893527224.692696,13080221346.357338,1336814595.7365482,26023458904.252254,11399.998971650917
2002,Indiana,11923286344.482328,6256009903.9906,480396486.308388,11504348562.729465,10462.117254030018
2002,Iowa,5428805443.934214,2834919617.485453,160227788.68281823,5409051996.658166,9502.889722067815
2002,Kansas,5154137006.545964,2691144571.472974,221653381.87795997,4945340572.858727,10559.507531962201
2002,Kentucky,6203821922.741572,3494853430.863552,183809096.79554752,5975495597.825997,9469.536887159533
2002,Louisiana,7077431533.462724,3916114979.3348246,233989536.22449696,7064702277.267505,8867.851745414118
2002,Maine,2733702971.5894775,1611843442.5247028,85713028.85096164,2632966885.345881,12115.083752084493
2002,Maryland,11214978399.832996,6208857739.209489,138103089.59024456,11282502884.414785,11716.183846581433
2002,Massachusetts,14694866052.128471,8458469903.068416,281256911.03617567,13732159587.349604,13877.447548638133
2002,Michigan,23392484310.47621,11471565723.767426,1311697613.707343,23780961836.62686,11958.99248471373
2002,Minnesota,10629388156.858076,5593016201.479511,511492358.89246804,10943663068.356436,10164.609966648139
2002,Mississippi,4043855105.6468816,2122907429.6126292,111533838.41176209,3819150550.398749,6916.043846581433
2002,Missouri,10029086849.581161,5275463078.527304,369499394.8725403,9972072210.160156,9554.920144524736
2002,Montana,1558598117.7080936,886610196.2306893,30277008.456659254,1538297147.6259644,9696.336164535853
2002,Nebraska,3299362959.90816,1855699885.3137968,196836268.51684824,3412787249.0095444,10168.612306837133
2002,Nevada,3483518639.3523736,1806130923.4189217,210340846.04645917,3724173558.1938686,8128.752923846581
2002,New Hampshire,2429199019.888477,1420719380.6312563,75091921.30115063,2446766930.6033354,10562.175758754864
2002,New Jersey,23089130333.83824,12485444531.94662,343581408.4919511,23085141923.12722,15758.547437465257
2002,New Mexico,3486865568.319038,1644053854.785892,231802071.8694497,3466691655.1944356,8627.711334074485
2002,New York,47529723691.09107,29352097904.679276,789648039.2897277,48816798280.92243,15902.631684269038
2002,North Carolina,12426312191.628288,7221458825.6315,366264935.6675264,13103191839.99035,8798.477848804892
2002,North Dakota,1059322536.6954585,582451503.7378654,35940622.66782657,1033497804.841273,8582.351478599221
2002,Ohio,23539002089.5122,11439101282.974442,2833407949.605431,23116326817.095898,11127.839838799333
2002,Oklahoma,5513945958.032841,2988271169.5972095,111854191.05694275,5588099796.165248,8180.783346303502
2002,Oregon,6348496849.585692,3303696316.3107114,134413553.6328349,6406336948.99075,11023.778993885491
2002,Pennsylvania,23857524033.605804,12923240795.017641,388552940.9127182,23865353335.43905,11709.513279599778
2002,Rhode Island,2201412471.9166036,1319977282.872696,32326496.136031125,2114280034.4634297,13601.286075597554
2002,South Carolina,7501476512.086659,3811583811.420695,473478752.1401334,7685139878.339472,9401.497103946638
2002,South Dakota,1230599229.7297554,647024894.8000222,92119452.0530517,1297543688.5007892,8634.381901056142
2002,Tennessee,7889842232.86413,4785020837.080634,290765729.55817676,8410888472.626787,7899.285419677598
2002,Texas,43067648192.485596,22714749751.576878,1239987869.9829016,45143124890.43762,9210.718888271262
2002,Utah,3868557496.22866,2066980011.228716,307655350.3400723,3829818095.76766,6751.9478988326855
2002,Vermont,1470560038.7216341,852233956.2655143,25950696.17284047,1415515419.181434,13129.009933296276
2002,Virginia,12966597487.232994,7169211181.497276,787302816.0255642,13213353780.24617,10163.275853251807
2002,Washington,11183228044.56951,5640188356.615753,370878354.4906893,10931681984.287994,9592.275319622013
2002,West Virginia,3297119155.944386,1825990366.0043077,160996165.95698166,3270226795.842446,10662.234263479711
2002,Wisconsin,11390654287.765953,6277720681.060828,336117176.11670375,11361314411.255186,11746.868454697054
2002,Wyoming,1211394507.2959588,618813161.920667,49234671.7670428,1142946534.745981,11882.948021122846
2002,American Samoa,80785295.57984991,29200210.84753196,2314106.4033073927,72582179.17529182,3352.626964980545
2002,Guam,-1.3341133963312952,-1.3341133963312952,-1.3341133963312952,-1.3341133963312952,-1.3341133963312952
2002,Northern Marianas,73966946.18905504,51612622.16693162,42823.705908838245,78517029.31284048,5643.299666481378
2002,Puerto Rico,3228799921.334814,2019881789.9886715,4720166.5724569205,2926152701.9414563,4555.997248471373
2002,Virgin Islands,222803967.96492496,90699409.7469761,1598896.2162145635,153613478.59485826,7671.152028904947
2003,Alabama,6722537462.6384945,3676445925.6758265,80078839.04294565,6781277956.287706,7896.752054347826
2003,Alaska,1915198350.9313967,1005990004.4324077,35258739.65426087,2067263562.9939132,13300.822711956524
2003,Arizona,9529403945.015936,4605601235.6834135,462638551.05694026,8851547516.953995,8290.676586956522
2003,Arkansas,4260538455.124109,2330054465.3311033,153987058.98431522,4219461306.6407714,8362.41780978261
2003,California,74377860748.82695,38049287146.33382,1761159147.81756,73023076828.05708,9512.88614673913
2003,Colorado,8217025580.169158,4148458872.3185763,278451854.75382066,8387091312.014131,9506.364217391305
2003,Connecticut,9244576323.872902,5243185934.404897,260953597.88114128,9355469833.824783,14234.762994565217
2003,Delaware,1562017955.7891521,905204346.2407935,44666702.306038044,1723396154.255125,12859.940288043479
2003,District of Columbia,1453113880.8172882,617514299.8736631,38687439.22029891,1444773500.6067717,18273.141646739132
2003,Florida,24762599732.731762,12543913362.599451,995681286.3789293,25686020996.37077,8342.85202173913
2003,Georgia,17542641601.978806,9610315697.04712,494754421.2207608,17484623207.21628,10347.69310326087
2003,Hawaii,2711656081.1405706,1158911691.9095109,45774632.01101631,2091425582.9163315,11067.714103260869
2003,Idaho,2215503847.412337,1206524866.2387664,93257933.85678262,2222210946.0738206,8051.973972826087
2003,Illinois,24985126991.616505,13461558701.257156,1136864583.6702175,26253008079.53345,11525.553543478261
2003,Indiana,10338642807.127686,6458018092.497827,420489964.36771196,11730851251.588224,10602.048347826087
2003,Iowa,5532562957.36538,2835758154.591853,158060785.18916848,5399297899.27687,9555.930880434784
2003,Kansas,5311083254.685647,2711055051.4371357,252354420.9921739,4926486382.821441,10350.301875
2003,Kentucky,6214424649.635424,3504239221.82244,146460263.37222284,5986005992.401505,9537.66947826087
2003,Louisiana,7238796953.246066,4004456368.0202065,207637246.7792989,7197873179.6708145,9246.791429347826
2003,Maine,2819087993.610397,1671013132.9833043,113901822.90917392,2713394003.1328316,12572.975396739132
2003,Maryland,11306542680.630342,6435862231.086658,117052256.53327174,11273644767.22281,12125.571043478261
2003,Massachusetts,15393472998.41842,8534286694.652794,245480167.8902772,13973174733.390993,14006.495467391305
2003,Michigan,23419458623.27313,11647997335.520935,1286423557.8536522,24289543531.748604,12190.790336956523
2003,Minnesota,10890613102.31349,5745430671.478136,398195682.8324511,10908571870.008648,10390.737836956523
2003,Mississippi,4257380993.4689455,2227097341.1982174,140525919.4226739,4026984415.069082,7317.60472826087
2003,Missouri,9994464584.106354,5403137772.574255,355837553.0752066,10069549397.929262,9746.371217391305
2003,Montana,1571129351.965239,901083148.2166033,29201736.475081522,1577124499.8620977,10116.816804347827
2003,Nebraska,3326868873.0193095,1917449932.252777,175016161.88047826,3423055989.264609,10351.606260869567
2003,Nevada,3632298268.508163,1837318345.1496522,172245451.94002718,3709253713.8460875,7934.579244565218
2003,New Hampshire,2553031593.858397,1508617449.6241632,75590323.34911413,2612346724.267359,11170.760586956521
2003,New Jersey,24659451950.42948,13242427866.214502,254307454.47572827,24626436080.10338,16518.742652173914
2003,New Mexico,3503221384.745087,1651362902.911788,222226104.88394567,3519185482.959734,8727.64585326087
2003,New York,49429072004.00158,30942072162.957184,746142362.7204239,51087481451.12724,16567.004929347826
2003,North Carolina,12234587604.774359,7271769760.57707,299557951.63470656,12813520072.42088,8719.819538043477
2003,North Dakota,1076294048.3854783,557638995.7354728,37367241.585222825,1046282283.0678533,8679.383576086957
2003,Ohio,23665553503.874615,11884017821.859707,872541629.258174,24329061815.20115,11508.596527173913
2003,Oklahoma,5428359892.980587,2873726648.930495,100529412.89192392,5338296521.426255,7792.401184782609
2003,Oregon,5999805472.700696,3207152885.7526793,117710272.24657609,6248674767.6985,10478.131690217391
2003,Pennsylvania,24458748123.69512,13168339093.181065,333933774.66841847,24248544539.4578,11989.914913043478
2003,Rhode Island,2275942120.578674,1388262578.071777,21985695.14378261,2239450296.699636,14259.546326086958
2003,South Carolina,7477649426.964668,3803571560.3552175,293922648.5808424,7613403255.901082,9405.926505434782
2003,South Dakota,1257423622.9164512,650787054.6485326,70039342.31978804,1273980531.8991685,8755.037956521739
2003,Tennessee,7976149416.993217,4758381094.6761465,257530401.51908696,8292856025.304229,7781.966097826087
2003,Texas,45139406961.9855,23932853177.713802,1088196950.325935,46227861904.1838,9495.929130434783
2003,Utah,3799664601.1881742,1980373089.197125,259229026.27825543,3786449857.5085216,6532.364434782609
2003,Vermont,1499939618.267261,875454904.6610109,25997860.857521743,1428982601.3566575,13632.136722826088
2003,Virginia,13413236774.51743,7384562061.12612,791693535.1705815,13488658872.525331,10410.303625
2003,Washington,11343555742.320402,5714757304.690451,383294257.3506522,11222480750.63469,9666.803679347826
2003,West Virginia,3329373849.5572557,1884432046.6505053,130868371.66545652,3321818952.2559896,11213.805320652174
2003,Wisconsin,11554486656.03175,6397764097.749598,311090268.4189185,11362838843.858229,11841.214923913043
2003,Wyoming,1253837725.2873423,618419983.2451794,55699603.65482609,1179602814.078625,12342.099097826087
2003,American Samoa,89757635.24597827,32168186.472277176,1450187.5132934784,69717509.88980435,3516.6243043478257
2003,Guam,-1.3043858695652175,-1.3043858695652175,-1.3043858695652175,-1.3043858695652175,-1.3043858695652175
2003,Northern Marianas,79191362.28939675,56803930.64603262,40655.09878260869,66847683.580282606,6009.305701086957
2003,Puerto Rico,3416880293.4932284,2186561768.5103807,25010726.414766308,3402196680.885859,5444.506619565217
2003,Virgin Islands,230990405.2845272,106622747.13072826,1616316.7064130437,173527968.47610328,9118.961614130436
2004,Alabama,6827362085.882795,3673040635.75036,110615664.94679196,6822807694.500757,7840.5674801482255
2004,Alaska,1969817102.3554475,991886479.6285284,62258994.87091583,2059753037.4273212,13298.852668078347
2004,Arizona,9708574806.150644,4623831358.396918,397644664.86246693,8779807329.112175,8201.403838009528
2004,Arkansas,4355563333.399931,2397711004.3583694,156361729.71336156,4502124153.016119,8533.01753308629
2004,California,73181637913.03804,37950930770.34021,1783684565.1250875,75393422931.02881,9290.265664372684
2004,Colorado,8316265732.465442,4121151380.649693,271489761.31200635,8371650287.769428,9934.43479618846
2004,Connecticut,9398028351.245033,5340418554.488624,271202902.7602594,9591739336.293669,14400.42
2004,Delaware,1647856782.3158653,933864356.6618899,42633680.9262414,1752476468.8911433,13489.435251455798
2004,District of Columbia,1556081645.2697144,719257465.1845633,52422438.2073478,1490451501.1500635,18389.948745367918
2004,Florida,26735554965.1237,13213816629.012815,1122716155.4145422,27156415155.153664,8541.911386977235
2004,Georgia,17570210629.307903,9526228846.272615,395423612.89468503,17359716878.43952,10003.044526204341
2004,Hawaii,2721431711.580148,1198951111.1085124,63934657.93039703,2204833236.199857,11376.509677077818
2004,Idaho,2226961381.0029383,1215156257.9640074,88218806.32445209,2219646845.5933723,7934.588221281101
2004,Illinois,26317685417.320904,13766283992.994839,1015951620.6821704,26121589677.488674,11675.089057702487
2004,Indiana,12815803776.386972,6548022202.55046,476949772.56683964,12060761540.670778,10894.9710164108
2004,Iowa,5408039619.565526,2863597679.035945,169634312.47814718,5380189142.487449,9657.454775013233
2004,Kansas,5775130393.404706,2764331447.0633354,228882187.65858656,5000390269.896088,10560.81622022234
2004,Kentucky,6465030615.2782,3504578965.202229,200370197.1630545,6496925341.172985,9479.577697194281
2004,Louisiana,7351834884.730402,4061208389.8012495,177189716.32098994,7260134706.355393,9424.944023292746
2004,Maine,2774343113.5456114,1676661932.023351,82435131.86861831,2758178352.4100847,12706.776109052409
2004,Maryland,11440641330.06025,6559989651.643817,131354777.8135892,11203914112.747963,12225.237448385387
2004,Massachusetts,14886919488.466368,8822684049.842594,127046229.07025412,14193715690.304903,14123.439978824774
2004,Michigan,22911677924.177437,11566903882.277103,2708600190.2764215,23592324688.236164,12168.062673372153
2004,Minnesota,10882964694.823187,5859605897.328761,372895322.17009526,10729615549.745092,10709.47063525675
2004,Mississippi,4425594400.370529,2330956363.2809157,140284540.0043462,4204057922.349947,7555.964155637903
2004,Missouri,10085091006.822329,5267842018.253515,331572470.7934251,9816007167.666183,9474.495494970884
2004,Montana,1610672330.093192,901799834.3908205,23878743.66379566,1553881040.2720275,10215.226469031233
2004,Nebraska,3383516548.981916,1960174060.7059395,164900856.05352038,3424943962.8576813,10903.864870301746
2004,Nevada,3907797762.7817574,1965938689.6089413,117865451.82948121,3880244275.6255584,8043.855569084171
2004,New Hampshire,2688699316.786093,1568781108.089767,77885051.4646162,2676778801.8302703,11470.530418210694
2004,New Jersey,26016694417.39168,13862526107.544785,386287689.9001853,26004554668.93745,16916.11010058232
2004,New Mexico,3708718493.2643676,1744716731.2962575,221654964.4832186,3700195866.293727,9107.306384330333
2004,New York,51597112253.141884,31471790630.152866,738565666.2276548,51467648903.283165,16960.579370037056
2004,North Carolina,12549804706.925373,7243114417.461986,316203599.0432398,12762827004.595411,8522.853128639492
2004,North Dakota,1115163301.566665,566809548.2972949,35103873.59489677,1080482315.477676,8844.302419269454
2004,Ohio,24031057198.362286,12120521664.98937,546404967.5802011,24407028552.65076,11621.725934356802
2004,Oklahoma,5543773822.514659,2778496660.2033353,123478410.0304288,5253166728.616814,7602.974526204341
2004,Oregon,6500423163.041588,3174558447.7723136,99335003.06254631,5978773941.7285595,10273.671794600317
2004,Pennsylvania,25368163992.467346,13856582981.535294,310819709.67255694,25452161519.083942,12587.34435680254
2004,Rhode Island,2367207171.756432,1448693495.1018686,21933633.67738486,2335362112.9534254,14988.684907358389
2004,South Carolina,7596085346.980413,3794295892.322387,359488158.87878245,7517033936.45828,9272.477956590788
2004,South Dakota,1290310581.1875648,658226587.0220329,49273349.43201165,1265360345.3940551,8975.169126521969
2004,Tennessee,8231466741.287665,4930111102.518449,245142879.1727316,8457377067.9974,7991.762996294336
2004,Texas,44989077997.69696,23743740684.29078,1031486765.5719482,45833842841.77615,9226.738136580201
2004,Utah,3848351562.282853,2000434912.2360983,323774982.6004235,3856982987.7681417,6563.664171519322
2004,Vermont,1535130828.1870992,904806691.3841822,24067622.438877717,1513898572.7214084,14178.073652726309
2004,Virginia,13876878983.542986,7632029560.171846,823854322.5074536,13963162452.955902,10642.131455796718
2004,Washington,11320939106.819702,5712954510.32785,344519200.53935415,11194024513.139788,9607.903303335099
2004,West Virginia,3414551979.9364214,1886200349.576035,123744298.14525145,3358184638.530879,10978.827353096876
2004,Wisconsin,11545560881.813314,6349121886.26721,226371682.67482266,11070471615.812471,11884.729899417682
2004,Wyoming,1234255682.139762,615561493.0038486,50366109.30748015,1197083248.0547962,12480.618110111169
2004,American Samoa,113014291.60136051,34909652.15472737,2109906.746257279,80679039.14730017,3941.2478242456327
2004,Guam,235839887.67399156,133675608.65762307,2877255.7544626785,234894063.15865535,7137.953022763368
2004,Northern Mariana Islands,82083980.91764426,51796900.42888301,522416.0837003705,61548359.4278719,4862.396977236633
2004,Puerto Rico,3664430469.116972,2261517380.492647,87070989.68174696,3233322894.983409,5364.264446797247
2004,Virgin Islands,235228930.73370567,106736571.18518792,1601751.321995765,187628582.55776075,9132.717395447327
2005,Alabama,7203135210.969007,3758564978.9110546,119583135.05154122,7109460342.459498,8163.678960573476
2005,Alaska,2064141058.886733,1023325171.459278,53757505.20869431,2113490970.1065643,13715.91462877624
2005,Arizona,10018927390.5307,4953446475.609533,396526879.3157143,9184147526.444096,8271.823435739887
2005,Arkansas,4958419705.757696,2652002276.842688,147008431.39966205,4927190869.904813,9375.388648233486
2005,California,73097492507.1561,37983361461.19984,1794153688.3250077,76098477216.73407,9284.44897593446
2005,Colorado,8494020075.425981,4168617502.4828057,265845834.10223246,8571482448.965028,9764.95454173067
2005,Connecticut,9850129195.504204,5537161865.736595,287446174.07841265,10112400873.135904,15024.708561187916
2005,Delaware,1691876086.5748951,948618811.9421812,60306397.90220174,1834996883.8512082,13868.300025601638
2005,District of Columbia,1579755705.5861955,694918252.4969022,45014418.87304147,1513572328.90384,17304.344941116233
2005,Florida,27814606965.355476,13841854002.054438,1163100213.3966103,28616837903.474792,8807.63015360983
2005,Georgia,18097553547.889122,9708242083.36447,409040596.0549872,17643132882.9725,9841.14724014337
2005,Hawaii,2794754589.0246744,1237770730.3936763,54776575.17647721,2171288664.425632,11431.362590885816
2005,Idaho,2232334433.815402,1229560410.441444,84074559.01556067,2218372249.638382,7823.2696466973875
2005,Illinois,26153643570.236202,13635170151.52425,876234769.0052688,25729651689.574097,11657.482857142857
2005,Indiana,13860514535.244207,6758179225.169666,486089482.87997955,12471034581.356113,11250.712160778288
2005,Iowa,5507418719.912463,2852818157.7648535,168902590.0835535,5385474432.125008,9719.484705581157
2005,Kansas,5491023375.9838705,2718018733.756539,218552813.5952637,4909609262.192002,10492.471920122887
2005,Kentucky,6610647171.739308,3552555595.9785304,222198792.74428058,6910954454.563005,9707.195560675884
2005,Louisiana,7443782370.96084,4092054576.3750334,157987914.758894,7325035689.183788,9519.171643625192
2005,Maine,2836971543.8189144,1687010268.4688632,62659560.23609831,2702508358.188694,13032.638172043009
2005,Maryland,12149088358.352089,6589778946.51063,179307058.20809522,11882764272.513235,12563.192836661547
2005,Massachusetts,15651211745.492468,8883395613.755325,201797178.97416794,14984520713.807735,14480.29944188428
2005,Michigan,22569318209.571327,11426495087.938017,730426270.6057041,23101571937.793922,12134.301679467486
2005,Minnesota,10675882312.754623,5840246950.007245,328204111.20400405,10544292985.443594,10773.89333845366
2005,Mississippi,4475768370.465924,2381941516.7365026,131597597.90555044,4262446244.6045876,7747.07694828469
2005,Missouri,10290873257.537691,5311700184.586344,286041774.28538144,9810230349.486933,9547.436676907322
2005,Montana,1589184306.2318687,894720758.2410343,30385978.70498208,1552116903.779063,10261.435995903737
2005,Nebraska,3441208610.2039833,1961771313.1281207,133500139.41623144,3391484929.5575166,10979.122058371737
2005,Nevada,4169894243.8674755,2088102112.8763542,161682292.24729133,4044286198.2250686,8279.196922683052
2005,New Hampshire,2755698365.4326367,1609610251.2799792,62079114.42827445,2692569605.644055,11872.54289298515
2005,New Jersey,26714695458.196297,14313223603.696949,348608410.15227854,27147704035.63189,17402.65810035842
2005,New Mexico,3747893707.306047,1758287976.2200205,260560886.1068049,3741126763.398827,9122.232263184844
2005,New York,53641631626.996216,32851249509.228104,703854540.1663543,52688377089.06589,17768.874618535585
2005,North Carolina,12827809023.840216,7525133662.838879,378091426.7305428,13351445558.185396,8856.786733230927
2005,North Dakota,1131297114.4047055,627504297.3737992,39647525.63047107,1138547703.7542448,9703.508817204302
2005,Ohio,24470192340.131813,12063468266.087746,531030821.8950128,24162921203.203163,11455.940880696366
2005,Oklahoma,5679473195.471715,2905063670.4879565,139685660.52860725,5551212727.154337,7912.980404505888
2005,Oregon,6144165366.109579,3219575258.221597,54839002.803681515,6521953236.213988,10111.508428059396
2005,Pennsylvania,26347551849.385307,14182437938.535057,334830189.5588326,25902707795.575596,12886.397347670252
2005,Rhode Island,2307955647.6647415,1393729423.4494622,17468110.086123914,2329035756.1853046,14903.046026625703
2005,South Carolina,7702246479.477163,3861527780.369078,230466770.9065796,7749433933.771566,9454.03917562724
2005,South Dakota,1304914973.1957142,654125904.5366615,52988210.88219661,1283130069.9256885,9057.099795186892
2005,Tennessee,8532349597.638847,5114700693.927768,194001854.84298512,8561791881.846323,8107.148894009216
2005,Texas,45222113906.36624,23410501234.297665,1155892987.523784,46466448076.11425,8985.822754736304
2005,Utah,3966125028.268187,2043510397.576047,312151391.0932002,3906555065.9768353,6601.728643113159
2005,Vermont,1577201766.8895802,924352514.0268304,26584598.40298003,1529764503.7732,14823.166584741422
