,year,state,ev_r,ev_d,population,total_vap,total_reg,total_vote,perc_vap,perc_reg,d_placed,r_placed,perc_margin,vote_perc_d,vote_perc_r,vote_perc_t,vote_perc_o,electoral,governor,con_house_d,con_house_r,con_sen_d,con_sen_r,leg_house_d,leg_house_r,leg_sen_d,leg_sen_r
296,1996,indiana,12,0,5906013.0,4374000.0,3488088.0,2135842,48.8,61.2,2,1,5.58,41.55,47.13,10.5,0.82,R,D,4,6,0,2,44,56,20,30
297,1996,iowa,0,7,2880000.0,2138000.0,1757484.0,1234075,57.7,70.2,1,2,10.34,50.26,39.92,8.52,1.3,D,R,0,5,1,1,36,64,27,23
298,1996,kansas,6,0,2614554.0,1897000.0,1439999.0,1074300,56.6,74.6,2,1,18.21,36.08,54.29,8.62,1.0,R,R,0,4,0,2,45,80,14,26
299,1996,kansas,6,0,2614554.0,1897000.0,1439999.0,1074300,56.6,74.6,2,1,18.21,36.08,54.29,8.62,1.0,R,R,0,4,0,2,45,80,14,26
300,1996,kansas,6,0,2614554.0,1897000.0,1439999.0,1074300,56.6,74.6,2,1,18.21,36.08,54.29,8.62,1.0,R,R,0,4,0,2,45,80,14,26
301,1996,kentucky,0,8,3919535.0,2928000.0,2391190.0,1388708,47.4,58.1,1,2,0.96,45.84,44.88,8.67,0.61,D,D,2,4,1,1,64,36,21,17
302,1996,louisiana,0,9,4398877.0,3131000.0,2559352.0,1783959,57.0,69.7,1,2,12.07,52.01,39.94,6.91,1.13,D,R,2,5,2,0,78,27,26,13
303,1996,maine,0,4,1249060.0,945000.0,1001292.0,605897,64.1,60.5,1,2,20.86,51.62,30.76,14.19,3.43,D,I,1,1,0,0,77,74,16,18
304,1996,maryland,0,10,5111986.0,3820000.0,2577200.0,1780870,46.6,69.1,1,2,15.99,54.25,38.27,6.5,0.97,D,D,4,4,0,0,100,41,32,15
305,1996,massachusetts,0,12,6179756.0,4649000.0,3462632.0,2556785,55.0,73.8,1,2,33.39,61.47,28.09,8.89,1.55,E,R,8,2,2,0,125,34,30,10
306,1996,minnesota,0,10,4712827.0,3412001.0,3067802.0,2192640,64.3,71.5,1,2,16.14,51.1,34.96,11.75,2.19,D,Arne Carlson (IR/R),6,2,1,1,69,0,42,25
307,1996,mississippi,7,0,2748085.0,1967000.0,1715913.0,893857,45.4,52.1,2,1,5.13,44.08,49.21,5.84,0.87,R,R,3,2,0,2,86,33,34,18
308,1996,mississippi,7,0,2748085.0,1967000.0,1715913.0,893857,45.4,52.1,2,1,5.13,44.08,49.21,5.84,0.87,R,R,3,2,0,2,86,33,34,18
309,1996,missouri,0,11,5431553.0,3995000.0,3342849.0,2158065,54.0,64.6,1,2,6.3,47.54,41.24,10.06,1.16,D,D,6,3,0,2,87,76,19,15
310,1996,montana,3,0,886254.0,656000.0,590751.0,407261,62.1,68.9,2,1,2.88,41.23,44.11,13.56,1.09,R,R,1,0,1,1,33,67,19,31
311,1996,nebraska,5,0,1673740.0,1211000.0,1015056.0,677415,55.9,66.7,2,1,18.7,34.95,53.65,10.52,0.87,R,D,0,3,2,0,0,0,0,0
312,1996,nevada,0,4,1666320.0,1212000.0,778092.0,464279,38.3,59.7,1,2,1.02,43.93,42.91,9.47,3.68,D,D,0,2,2,0,21,21,8,13
313,1996,new hampshire,0,4,1174719.0,871000.0,754778.0,499175,57.3,66.1,1,2,9.95,49.32,39.37,9.69,1.61,D,R,0,4,0,2,110,290,6,18
314,1996,new jersey,0,15,8149596.0,6034000.0,4320866.0,3075807,51.0,71.2,1,2,17.86,53.72,35.86,8.52,1.89,D,R,5,8,2,0,0,0,16,24
315,1996,new mexico,0,5,1752326.0,1224000.0,837794.0,556074,45.4,66.4,1,2,7.33,49.18,41.86,5.8,3.16,D,R,1,2,1,1,46,24,27,15
316,1996,new york,0,33,18588460.0,13564000.0,10162156.0,6316129,46.6,62.2,1,2,28.86,59.47,30.61,7.97,1.95,D,R,17,14,1,1,95,55,25,36
317,1996,north carolina,14,0,7500670.0,5519000.0,4318008.0,2515807,45.6,58.3,2,1,4.69,44.04,48.73,6.68,0.55,R,E,4,8,0,2,52,68,26,24
318,1996,north dakota,3,0,650382.0,476000.0,6510583.846153846,266411,56.0,75.29999999999998,2,1,6.81,40.13,46.94,12.2,0.73,R,R,0,0,3,0,23,75,20,29
319,1996,ohio,0,21,11242827.0,8347000.0,6837421.0,4534434,54.3,66.3,1,2,6.36,47.38,41.02,10.66,0.95,D,R,6,13,1,1,43,56,13,20
320,1996,oklahoma,8,0,3340129.0,2426000.0,1977677.0,1206713,49.7,61.0,2,1,7.81,40.45,48.26,10.84,0.46,R,R,1,5,0,2,65,36,35,13
321,1996,oregon,0,7,3247111.0,2411000.0,1962155.0,1377760,57.1,70.2,1,2,8.09,47.15,39.06,8.8,4.99,D,D,3,2,0,2,27,33,11,19
322,1996,oregon,0,7,3247111.0,2411000.0,1962155.0,1377760,57.1,70.2,1,2,8.09,47.15,39.06,8.8,4.99,D,D,3,2,1,1,27,33,11,19
323,1996,pennsylvania,0,23,12220464.0,9197000.0,6805612.0,4506118,49.0,66.2,1,2,9.2,49.17,39.97,9.56,1.29,D,R,11,10,0,2,101,102,21,29
324,1996,rhode island,0,4,1020893.0,751000.0,602692.0,390284,52.0,64.8,1,2,32.89,59.71,26.82,11.2,2.26,D,R,2,0,1,1,84,16,40,10
325,1996,south carolina,8,0,3796200.0,2771000.0,1814777.0,1149457,41.5,63.3,2,1,6.04,43.85,49.89,5.6,0.66,R,R,2,4,1,1,54,70,26,20
326,1996,south dakota,3,0,742213.0,535000.0,459971.0,323826,60.5,70.4,2,1,3.46,43.03,46.49,9.65,0.83,R,R,1,0,1,1,24,45,16,19
327,1996,tennessee,0,11,5416643.0,4035000.0,3055962.0,1894105,46.9,62.0,1,2,2.41,48.0,45.59,5.59,0.82,D,R,4,5,0,2,59,40,16,17
328,1996,texas,32,0,19340342.0,13597000.0,9551191.0,5611644,41.3,58.8,2,1,4.93,43.83,48.76,6.75,0.66,R,R,18,12,0,2,87,63,17,14
329,1996,utah,5,0,2067976.0,1333000.0,1050452.0,665629,49.9,63.4,2,1,21.07,33.3,54.37,9.98,2.35,R,R,1,2,0,2,20,55,10,19
330,1996,vermont,0,3,593701.0,445000.0,385328.0,258449,58.1,67.1,1,2,22.26,53.35,31.09,12.0,3.55,D,D,0,0,1,1,86,61,12,18
331,1996,virginia,13,0,6750884.0,5083000.0,3322135.0,2416642,47.5,72.7,2,1,1.96,45.15,47.1,6.62,1.13,R,R,6,5,1,1,52,47,20,20
332,1996,washington,0,11,5569753.0,4115000.0,3078208.0,2253837,54.8,73.2,1,2,12.54,49.84,37.3,8.92,3.94,D,D,2,7,1,1,36,62,25,24
333,1996,wyoming,3,0,488167.0,356000.0,240711.0,211571,59.4,87.9,2,1,12.98,36.84,49.81,12.25,1.1,R,R,0,1,0,2,13,47,10,20
334,1992,alabama,9,0,4154014.0,3056000.0,2210617.0,1688060,55.2,76.4,2,1,6.77,40.88,47.65,10.85,0.63,R,R,5,2,2,0,82,23,28,7
335,1992,alaska,3,0,588736.0,395500.0,315058.0,258506,65.4,82.1,2,1,9.17,30.29,39.46,28.43,1.83,R,A,0,1,0,2,23,17,10,10
336,1992,arizona,8,0,3915740.0,2749000.0,1964949.0,1487006,54.1,75.7,2,1,1.95,36.52,38.47,23.79,1.22,R,R,1,4,1,1,27,33,17,13
337,1992,arkansas,0,6,2415984.0,1768000.0,1317944.0,950653,53.8,72.1,1,2,17.72,53.21,35.48,10.43,0.88,D,D,3,1,0,0,91,9,31,4
338,1992,california,0,54,30974659.0,22668000.0,15101473.0,11131721,49.1,73.7,1,2,13.39,46.01,32.61,20.63,0.75,D,R,26,19,2,0,46,34,25,14
339,1992,california,0,54,30974659.0,22668000.0,15101473.0,11131721,49.1,73.7,1,2,13.39,46.01,32.61,20.63,0.75,D,R,26,19,1,1,46,34,25,14
340,1992,colorado,0,8,3495939.0,2501000.0,2003375.0,1569180,62.7,78.3,1,2,4.26,40.13,35.87,23.32,0.68,D,D,3,3,1,1,27,38,12,23
341,1992,connecticut,0,8,3300712.0,2535000.0,1961503.0,1616332,63.8,82.4,1,2,6.43,42.21,35.78,21.58,0.43,D,C,3,3,2,0,88,63,20,16
342,1992,delaware,0,3,694925.0,525000.0,341948.0,289735,55.2,84.7,1,2,8.19,43.51,35.31,20.44,0.74,R,Michael N. Castle,1,0,1,1,17,24,15,6
343,1992,delaware,0,3,694925.0,525000.0,341948.0,289735,55.2,84.7,1,2,8.19,43.51,35.31,20.44,0.74,D,R,1,0,1,1,17,24,15,6
344,1992,d.c.,0,3,597565.0,459000.0,340953.0,227572,49.6,66.7,1,2,75.55,84.64,9.1,4.25,2.01,D,D,1,0,2,0,0,0,0,0
345,1992,florida,25,0,13650553.0,10586000.0,6541825.0,5314392,50.2,81.2,2,1,1.89,39.0,40.89,19.82,0.29,R,D,9,10,1,1,74,46,22,18
346,1992,georgia,0,13,6817203.0,4950000.0,3177061.0,2321133,46.9,73.1,1,2,0.59,43.47,42.88,13.34,0.31,D,D,9,1,2,0,144,36,45,11
347,1992,hawaii,0,4,1158613.0,889000.0,464495.0,372842,41.9,80.3,1,2,11.4,48.09,36.7,14.22,0.99,D,D,2,0,0,0,45,6,22,3
348,1992,idaho,4,0,1071685.0,740000.0,611121.0,482142,65.2,78.9,2,1,13.61,28.42,42.03,27.04,2.51,R,D,2,0,0,2,28,56,21,21
349,1992,illinois,0,22,11694184.0,8568000.0,6600358.0,5050157,58.9,76.5,1,2,14.24,48.58,34.34,16.64,0.44,D,R,15,7,2,0,72,46,31,28
350,1992,indiana,12,0,5674547.0,4176000.0,3180157.0,2305871,55.2,72.5,2,1,6.11,36.79,42.91,19.77,0.53,R,D,8,2,0,2,52,48,24,26
351,1992,iowa,0,7,2818401.0,2075000.0,1703658.0,1354607,65.3,79.5,1,2,6.01,43.29,37.27,18.71,0.73,D,R,2,4,1,1,53,47,28,22
352,1992,kansas,6,0,2532394.0,1836000.0,1365849.0,1157236,63.0,84.7,2,1,5.14,33.74,38.88,26.99,0.39,R,D,2,3,0,2,63,62,18,22
353,1992,kentucky,0,8,3765469.0,2779000.0,2076263.0,1492900,53.7,71.9,1,2,3.21,44.55,41.34,13.66,0.45,D,D,4,3,1,1,68,32,27,11
354,1992,louisiana,0,9,4293003.0,2992000.0,2292129.0,1790017,59.8,78.1,1,2,4.61,45.58,40.97,11.81,1.63,D,D,4,4,2,0,87,17,33,6
355,1992,maine,0,4,1238508.0,944000.0,974605.0,679499,72.0,69.7,1,3,8.33,38.77,30.39,30.44,0.41,D,R,1,1,0,0,97,54,21,14
356,1992,maryland,0,10,4923368.0,3719000.0,2463010.0,1985046,53.4,80.6,1,2,14.18,49.8,35.62,14.18,0.4,D,D,5,3,1,0,117,24,40,7
357,1992,massachusetts,0,12,6028709.0,4607000.0,3351918.0,2773574,60.2,82.7,1,2,18.52,47.54,29.03,22.8,0.63,E,R,11,0,2,0,123,37,24,16
358,1992,minnesota,0,10,4495572.0,3278000.0,3138901.0,2347948,71.6,74.8,1,2,11.63,43.48,31.85,23.96,0.71,D,Arne Carlson (IR/R),6,2,1,1,78,0,46,0
359,1992,mississippi,7,0,2623734.0,1861000.0,1640150.0,981793,52.8,59.9,2,1,8.92,40.77,49.68,8.72,0.83,R,R,5,0,0,2,98,24,43,9
360,1992,missouri,0,11,5217101.0,3858000.0,3067955.0,2391565,62.0,78.0,1,2,10.15,44.07,33.92,21.69,0.33,D,R,6,3,0,0,98,65,23,11
361,1992,montana,0,3,825770.0,586000.0,529822.0,410611,70.1,77.5,1,2,2.51,37.63,35.12,26.11,1.14,D,R,1,1,1,1,61,39,29,21
362,1992,nebraska,5,0,1611687.0,1167000.0,951395.0,739283,63.3,77.7,2,1,17.18,29.4,46.58,23.63,0.39,R,D,1,2,2,0,0,0,0,0
363,1992,nevada,0,4,1351367.0,1013000.0,649913.0,506318,50.0,77.9,1,2,2.63,37.36,34.73,26.19,1.73,D,D,1,1,2,0,22,20,11,10
364,1992,new hampshire,0,4,1117784.0,852000.0,660995.0,537945,63.1,81.4,1,2,1.22,38.86,37.64,22.56,0.95,D,R,2,2,0,2,129,271,11,13
365,1992,new jersey,0,15,7880508.0,5943000.0,4060337.0,3343594,56.3,82.3,1,2,2.37,42.95,40.58,15.61,0.86,D,D,8,6,2,0,0,0,13,27
366,1992,new mexico,0,5,1595442.0,1104000.0,707012.0,569986,51.6,80.6,1,2,8.56,45.9,37.34,16.12,0.64,D,D,1,2,1,1,49,21,26,16
367,1992,new york,0,33,18246653.0,13609000.0,9193391.0,6926925,50.9,75.3,1,2,15.85,49.73,33.88,15.75,0.65,D,D,21,13,1,1,95,55,26,35
368,1992,north carolina,14,0,6897214.0,5217000.0,3817380.0,2611850,50.1,68.4,2,1,0.79,42.65,43.44,13.7,0.2,R,E,7,4,1,1,81,39,36,14
369,1992,north dakota,3,0,638223.0,458000.0,6510583.846153846,308133,67.3,75.29999999999998,2,1,12.03,32.18,44.22,23.07,0.53,R,George A. Sinner (D-NPL),0,0,2,0,48,58,27,26
370,1992,north dakota,3,0,638223.0,458000.0,6510583.846153846,308133,67.3,75.29999999999998,2,1,12.03,32.18,44.22,23.07,0.53,R,George A. Sinner (D-NPL),0,0,3,0,48,58,27,26
371,1992,ohio,0,21,11029431.0,8146000.0,6536936.0,4939964,60.6,75.6,1,2,1.83,40.18,38.35,20.98,0.49,D,R,11,10,2,0,61,38,12,21
372,1992,oklahoma,8,0,3220517.0,2328000.0,2302279.0,1390359,59.7,60.4,2,1,8.62,34.02,42.65,23.01,0.32,R,D,4,2,1,1,69,32,37,11
373,1992,oregon,0,7,2991755.0,2226000.0,1775416.0,1462643,65.7,82.4,1,2,9.95,42.48,32.53,24.21,0.78,D,D,4,1,0,2,29,31,20,10
374,1992,pennsylvania,0,23,12049450.0,9129000.0,5993002.0,4959810,54.3,82.8,1,2,9.02,45.15,36.13,18.2,0.53,D,D,11,12,1,1,107,96,24,26
375,1992,rhode island,0,4,1012581.0,776000.0,554664.0,453478,58.4,81.8,1,2,18.02,47.04,29.02,23.16,0.78,D,D,1,1,1,1,89,11,45,5
376,1992,south carolina,8,0,3620464.0,2672000.0,1537140.0,1202527,45.0,78.2,2,1,8.15,39.88,48.02,11.55,0.55,R,R,4,2,1,1,80,44,35,11
377,1992,south dakota,3,0,712801.0,502000.0,448292.0,336254,67.0,75.0,2,1,3.52,37.14,40.66,21.8,0.4,R,R,1,0,1,1,25,45,17,18
378,1992,tennessee,0,11,5049742.0,3783000.0,2726449.0,1982638,52.4,72.7,1,2,4.65,47.08,42.43,10.09,0.4,D,D,6,3,2,0,55,44,20,13
379,1992,texas,32,0,17759738.0,12524000.0,8439874.0,6154018,49.1,72.9,2,1,3.48,37.08,40.56,22.01,0.35,R,D,19,8,1,1,90,60,22,9
380,1992,utah,5,0,1836799.0,1142000.0,965211.0,744069,65.2,77.1,3,1,16.02,24.65,43.36,27.34,4.65,R,R,2,1,0,2,31,44,10,19
381,1992,vermont,0,3,572751.0,429000.0,383371.0,289701,67.5,75.6,1,2,15.7,46.11,30.42,22.78,0.69,D,D,0,0,1,1,73,75,15,15
382,1992,virginia,13,0,6414307.0,4842000.0,3055486.0,2558665,52.8,83.7,2,1,4.37,40.59,44.97,13.63,0.82,R,D,6,4,1,1,58,40,22,18
383,1992,washington,0,11,5160757.0,3818000.0,2814680.0,2288230,59.9,81.3,1,2,11.44,43.4,31.96,23.68,0.97,D,D,5,3,1,1,58,40,24,25
384,1992,wyoming,3,0,466251.0,322000.0,234260.0,200625,62.3,85.6,2,1,5.58,33.97,39.55,25.55,0.92,R,D,0,1,0,2,22,42,10,20
385,1988,alabama,9,0,4023902.0,3010000.0,2451491.0,1378476,45.8,56.2,2,1,19.3,39.86,59.17,0.0,0.97,R,R,5,2,2,0,89,16,30,5
386,1988,alaska,3,0,541999.0,385000.0,292441.0,200116,52.0,68.4,2,1,23.32,36.27,59.59,0.0,4.14,R,D,0,1,0,2,24,16,8,12
387,1988,arizona,7,0,3535200.0,2605000.0,1797714.0,1171873,45.0,65.2,2,1,21.21,38.74,59.95,0.0,1.31,R,R,1,4,1,1,24,36,11,19
388,1988,arizona,7,0,3535200.0,2605000.0,1797714.0,1171873,45.0,65.2,2,1,21.21,38.74,59.95,0.0,1.31,R,D,1,4,1,1,24,36,11,19
389,1988,arkansas,6,0,2342643.0,1761000.0,1203016.0,827738,47.0,68.8,2,1,14.18,42.19,56.37,0.0,1.44,R,D,3,1,1,0,91,9,31,4
390,1988,california,47,0,28464230.0,20875000.0,14004873.0,9887064,47.4,70.6,2,1,3.57,47.56,51.13,0.0,1.31,R,R,28,17,1,1,44,36,24,15
391,1988,california,47,0,28464230.0,20875000.0,14004873.0,9887064,47.4,70.6,2,1,3.57,47.56,51.13,0.0,1.31,R,R,28,17,1,1,44,36,24,15
392,1988,colorado,8,0,3262279.0,2489000.0,2037466.0,1372394,55.1,67.4,2,1,7.78,45.28,53.06,0.0,1.66,R,D,3,3,1,1,24,41,10,25
393,1988,connecticut,8,0,3271957.0,2492000.0,1795419.0,1443394,57.9,80.4,2,1,5.1,46.87,51.98,0.0,1.15,R,D,3,3,1,1,92,59,25,11
394,1988,delaware,3,0,647621.0,490000.0,318362.0,249891,51.0,78.5,2,1,12.4,43.48,55.88,0.0,0.64,R,Michael N. Castle,1,0,1,1,19,22,13,8
395,1988,d.c.,0,3,630427.0,489000.0,299757.0,192877,39.4,64.3,1,2,68.34,82.65,14.3,0.0,3.05,D,D,1,0,0,0,0,0,0,0
396,1988,florida,21,0,12306421.0,9614000.0,6047347.0,4302313,44.8,71.1,2,1,22.36,38.51,60.87,0.0,0.62,R,R,12,7,2,0,73,47,25,15
397,1988,georgia,12,0,6316185.0,4665000.0,2934816.0,1809672,38.8,61.7,2,1,20.25,39.5,59.75,0.0,0.75,R,D,8,2,2,0,153,27,46,10
398,1988,hawaii,0,4,1079830.0,824000.0,443742.0,354461,43.0,79.9,1,2,9.52,54.27,44.75,0.0,0.98,D,D,1,1,1,0,40,11,20,5
399,1988,idaho,4,0,985680.0,701000.0,572430.0,408968,58.3,71.4,2,1,26.07,36.01,62.08,0.0,1.91,R,D,1,1,0,2,20,64,16,26
400,1988,illinois,24,0,11390222.0,8550000.0,6356940.0,4559120,53.3,71.7,2,1,2.08,48.6,50.69,0.0,0.71,R,R,13,9,2,0,67,51,31,28
401,1988,indiana,12,0,5491729.0,4068000.0,2865852.0,2168621,53.3,75.7,2,1,20.16,39.69,59.84,0.0,0.47,R,R,6,4,0,2,48,52,20,30
402,1988,iowa,0,8,2768370.0,2068000.0,1638362.0,1225614,59.3,74.8,1,2,10.22,54.71,44.5,0.0,0.79,D,R,2,4,1,1,58,42,30,20
403,1988,kansas,7,0,2462057.0,1829000.0,1265958.0,993044,54.3,78.4,2,1,13.23,42.56,55.79,0.0,1.65,R,R,2,3,0,2,51,74,16,24
404,1988,kentucky,9,0,3679990.0,2746000.0,2026295.0,1322517,48.2,65.3,2,1,11.64,43.88,55.52,0.0,0.59,R,D,4,3,1,1,73,27,29,9
405,1988,louisiana,10,0,4288939.0,3175000.0,2231857.0,1628202,51.3,73.0,2,1,10.21,44.06,54.27,0.0,1.66,R,D,5,3,2,0,88,16,34,5
406,1988,maine,4,0,1203850.0,893000.0,854764.0,555035,62.2,64.9,2,1,11.45,43.88,55.34,0.0,0.78,R,R,1,1,1,1,86,65,20,15
407,1988,maryland,10,0,4657894.0,3491000.0,2310080.0,1714358,49.1,74.2,2,1,2.91,48.2,51.11,0.0,0.69,R,D,6,2,0,0,124,17,40,7
408,1988,massachusetts,0,13,5979997.0,4535000.0,3272188.0,2632805,58.1,80.5,1,2,7.85,53.23,45.38,0.0,1.4,E,D,10,1,2,0,126,33,32,8
409,1988,minnesota,0,10,4296162.0,3161000.0,2916957.0,2096790,66.3,71.9,1,2,7.02,52.91,45.9,0.0,1.19,D,Rudy Perpich (DFL),5,3,0,2,82,0,46,0
410,1988,mississippi,7,0,2580377.0,1867000.0,1595826.0,931527,49.9,58.4,2,1,20.82,39.07,59.89,0.0,1.04,R,D,4,1,1,1,113,9,45,7
411,1988,missouri,11,0,5081731.0,3821000.0,2943025.0,2093228,54.8,71.1,2,1,3.98,47.85,51.83,0.0,0.32,R,R,5,4,0,1,111,52,21,13
412,1988,montana,4,0,800194.0,586000.0,505541.0,365674,62.4,72.3,2,1,5.87,46.2,52.07,0.0,1.73,R,D,1,1,2,0,49,51,25,25
413,1988,nebraska,5,0,1571465.0,1167000.0,898959.0,662372,56.8,73.7,2,1,20.96,39.2,60.15,0.0,0.65,R,R,0,3,1,1,0,0,0,0
414,1988,nevada,4,0,1075033.0,780000.0,444933.0,350067,44.9,78.7,2,1,20.94,37.92,58.86,0.0,3.22,R,D,1,1,1,1,29,13,9,12
415,1988,new hampshire,4,0,1082583.0,823000.0,649780.0,450525,54.7,69.3,2,1,26.16,36.33,62.49,0.0,1.17,R,R,0,4,0,2,133,267,8,16
416,1988,new jersey,16,0,7712352.0,5943000.0,4010790.0,3099553,52.2,77.3,2,1,13.64,42.6,56.24,0.0,1.16,R,R,8,6,2,0,0,0,24,16
417,1988,new mexico,5,0,1490356.0,1101000.0,674826.0,521287,47.3,77.2,2,1,4.96,46.9,51.86,0.0,1.24,R,R,1,2,1,1,46,24,16,3
418,1988,new york,0,36,17941357.0,13480000.0,8581276.0,6485683,48.1,75.6,1,2,4.1,51.62,47.52,0.0,0.86,D,D,20,14,1,1,92,58,26,35
419,1988,north carolina,13,0,6480675.0,4913000.0,3432042.0,2134370,43.4,62.2,2,1,16.26,41.71,57.97,0.0,0.33,R,E,8,3,1,1,81,39,40,10
420,1988,north dakota,3,0,655324.0,483000.0,6510583.846153846,297261,61.5,75.29999999999998,2,1,13.06,42.97,56.03,0.0,1.0,R,George A. Sinner (D-NPL),0,0,2,0,45,61,27,26
421,1988,ohio,23,0,10798630.0,7970000.0,6275638.0,4393699,55.1,70.0,2,1,10.85,44.15,55.0,0.0,0.85,R,D,11,10,2,0,60,39,15,18
422,1988,oklahoma,8,0,3167148.0,2404000.0,2199014.0,1171036,48.7,53.3,2,1,16.65,41.28,57.93,0.0,0.79,R,R,4,2,1,1,70,31,31,17
423,1988,oregon,0,7,2741316.0,2051000.0,1528478.0,1201694,58.6,78.6,1,2,4.67,51.28,46.61,0.0,2.11,D,D,3,2,0,2,31,29,17,13
424,1988,pennsylvania,25,0,11845774.0,9060000.0,5875943.0,4536251,50.1,77.2,2,1,2.32,48.39,50.7,0.0,0.91,R,D,12,11,0,2,102,101,24,26
425,1988,rhode island,0,4,996406.0,764000.0,548758.0,404620,53.0,73.7,1,2,11.71,55.64,43.93,0.0,0.43,D,R,1,1,1,1,80,20,38,12
426,1988,south carolina,8,0,3412102.0,2534000.0,1435977.0,986009,38.9,68.7,2,1,23.92,37.58,61.5,0.0,0.91,R,R,4,2,1,1,92,32,36,10
427,1988,south dakota,3,0,698144.0,509000.0,440301.0,312991,61.5,71.1,2,1,6.34,46.51,52.85,0.0,0.64,R,R,1,0,1,1,22,48,11,24
428,1988,tennessee,11,0,4822432.0,3661000.0,2417033.0,1636250,44.7,67.7,2,1,16.34,41.55,57.89,0.0,0.56,R,D,6,3,2,0,61,38,23,10
429,1988,texas,29,0,16667146.0,12270000.0,8201856.0,5427410,44.2,66.2,2,1,12.6,43.35,55.95,0.0,0.7,R,R,17,10,1,1,90,60,25,6
430,1988,utah,5,0,1689374.0,1078000.0,806934.0,647008,60.0,80.2,2,1,34.17,32.05,66.22,0.0,1.73,R,R,1,2,0,2,27,48,8,21
431,1988,vermont,3,0,549758.0,412000.0,348712.0,243333,59.1,69.8,2,1,3.52,47.58,51.1,0.0,1.33,R,D,0,1,1,1,75,74,18,12
432,1988,virginia,12,0,6036907.0,4544000.0,2877144.0,2191609,48.2,76.2,2,1,20.5,39.23,59.74,0.0,1.03,R,D,5,5,0,2,64,35,30,10
433,1988,washington,0,10,4639911.0,3417000.0,2499309.0,1865253,54.6,74.6,1,2,1.59,50.05,48.46,0.0,1.5,D,D,5,3,1,1,61,37,24,25
434,1988,wyoming,3,0,465080.0,351000.0,226189.0,176551,50.3,78.1,2,1,22.52,38.01,60.53,0.0,1.46,R,D,0,1,0,2,20,44,11,19
435,1984,alabama,9,0,3951766.0,2892000.0,2343448.0,1441713,49.9,61.5,2,1,22.26,38.28,60.54,0.0,1.18,R,D,5,2,1,1,87,18,29,3
436,1984,alaska,3,0,513697.0,351000.0,305262.0,207605,59.1,68.0,2,1,36.79,29.87,66.65,0.0,3.48,R,D,0,1,0,2,20,20,9,11
437,1984,arizona,7,0,3067125.0,2268000.0,1462818.0,1025897,45.2,70.1,2,1,33.88,32.54,66.42,0.0,1.04,R,D,2,3,1,1,21,39,12,18
438,1984,arkansas,6,0,2319782.0,1706000.0,1159588.0,884406,51.8,76.3,2,1,22.18,38.29,60.47,0.0,1.24,R,D,2,2,1,0,93,7,32,3
439,1984,california,47,0,25844380.0,19181000.0,13073835.0,9505423,49.6,72.7,2,1,16.25,41.27,57.51,0.0,1.22,R,R,28,17,1,1,48,32,25,15
440,1984,colorado,8,0,3170024.0,2353000.0,1621304.0,1295381,55.1,79.9,2,1,28.32,35.12,63.44,0.0,1.44,R,D,3,3,1,1,25,40,13,22
441,1984,connecticut,8,0,3180017.0,2401000.0,1809017.0,1466900,61.1,81.1,2,1,21.9,38.83,60.73,0.0,0.44,R,D,4,2,1,1,87,64,23,13
442,1984,delaware,3,0,611567.0,459000.0,314034.0,254572,55.5,81.1,2,1,19.85,39.93,59.78,0.0,0.29,R,R,1,0,1,1,25,16,13,8
443,1984,d.c.,0,3,633385.0,489000.0,275000.0,211288,43.2,76.8,1,2,71.66,85.38,13.73,0.0,0.89,D,D,1,0,0,0,0,0,0,0
444,1984,florida,21,0,11039982.0,8665000.0,5574472.0,4180051,48.2,75.0,2,1,30.66,34.66,65.32,0.0,0.02,R,D,13,6,1,1,84,36,32,8
445,1984,georgia,12,0,5835018.0,4231000.0,2732332.0,1776093,42.0,65.0,2,1,20.39,39.79,60.17,0.0,0.04,R,D,9,1,1,1,156,24,49,7
446,1984,hawaii,4,0,1027923.0,758000.0,418904.0,335846,44.3,80.2,2,1,11.28,43.82,55.1,0.0,1.08,R,D,2,0,2,0,43,8,17,8
447,1984,idaho,4,0,990811.0,686000.0,582196.0,411144,59.9,70.6,2,1,45.97,26.39,72.36,0.0,1.24,R,D,0,2,0,2,19,51,14,21
448,1984,illinois,24,0,11412194.0,8438000.0,6470438.0,4819088,57.1,74.5,2,1,12.88,43.3,56.17,0.0,0.53,R,R,12,10,1,1,70,48,33,26
449,1984,indiana,12,0,5458334.0,3993000.0,3049590.0,2233069,55.9,73.2,2,1,23.99,37.68,61.67,0.0,0.64,R,R,5,5,0,2,43,57,18,32
450,1984,iowa,8,0,2858631.0,2120000.0,1762841.0,1319805,62.3,74.9,2,1,7.39,45.89,53.27,0.0,0.84,R,R,3,3,0,2,60,40,28,22
451,1984,kansas,7,0,2424119.0,1798000.0,1291416.0,1021991,56.8,79.1,2,1,33.67,32.6,66.27,0.0,1.13,R,D,2,3,0,2,53,72,17,23
452,1984,kentucky,9,0,3695426.0,2697000.0,2017756.0,1370461,50.8,67.9,2,1,20.66,39.37,60.04,0.0,0.59,R,D,4,3,2,0,76,24,28,10
453,1984,louisiana,10,0,4400521.0,3129000.0,2262101.0,1706822,54.5,75.5,2,1,22.6,38.18,60.77,0.0,1.05,R,D,6,2,2,0,93,11,37,2
454,1984,maine,4,0,1155646.0,854000.0,810661.0,553144,64.8,68.2,2,1,22.05,38.78,60.83,0.0,0.38,R,D,0,2,1,0,92,59,23,10
